Time,Address
2008-07-03 13:40,"ONTARIO & CLARK, Montreal, Canada"
2008-07-03 15:50,"3942 ST DENIS , Montreal, Canada"
2008-07-03 17:00,"ST URBAIN & ST JOSEPH, Montreal, Canada"
2008-07-03 21:21,"TAILLON & MARSEILLE, Montreal, Canada"
2008-07-04 08:53,"LAURIER & CLARK, Montreal, Canada"
2008-07-04 09:45,"ILE DES SOEURS & ELGAR, Montreal, Canada"
2008-07-04 11:15,"BOUL. ST CHARLES & ANTOINE FAUCON, Montreal, Canada"
2008-07-04 16:21,"ROY & BERRI, Montreal, Canada"
2008-07-04 21:30,"SHERBROOKE & PANET, Montreal, Canada"
2008-07-05 00:00,"LEGENDRE & 13E AV, Montreal, Canada"
2008-07-05 16:30,"STE CLOTILDE & COTE ST PAUL, Montreal, Canada"
2008-07-07 08:30,"90 VINCENT D'INDY , Montreal, Canada"
2008-07-07 09:20,"ST DENIS & DE MAISONNEUVE, Montreal, Canada"
2008-07-07 09:20,"SHERBROOKE & ARCAND, Montreal, Canada"
2008-07-07 16:40,"ST HUBERT & ROSEMONT, Montreal, Canada"
2008-07-07 18:40,"VICTORIA & 33E AV, Montreal, Canada"
2008-07-08 06:00,"VALIQUETTE & BANNANTYNE, Montreal, Canada"
2008-07-08 11:39,"3547 UNIVERSITY , Montreal, Canada"
2008-07-08 16:56,"VALOIS & STE CATHERINE, Montreal, Canada"
2008-07-08 20:00,"8885 PIE IX , Montreal, Canada"
2008-07-08 20:30,"SELKIRK & COTE DES NEIGES, Montreal, Canada"
2008-07-09 17:02,"LAURIER & HOTEL DE VILLE, Montreal, Canada"
2008-07-09 17:48,"3900 BOUL. ST CHARLES , Montreal, Canada"
2008-07-10 06:00,"2351 ALFRED NOBEL , Montreal, Canada"
2008-07-10 08:10,"HOLT & D'IBERVILLE, Montreal, Canada"
2008-07-10 08:45,"ST ZOTIQUE & LOUIS HEBERT, Montreal, Canada"
2008-07-10 11:00,"714 BLOOMFIELD , Montreal, Canada"
2008-07-10 11:13,"6700 COTE DES NEIGES , Montreal, Canada"
2008-07-10 12:20,"ST LAURENT & SHAMROCK, Montreal, Canada"
2008-07-10 14:30,"NOTRE DAME & GREENE, Montreal, Canada"
2008-07-10 19:55,"2965 DE REPENTIGNY , Montreal, Canada"
2008-07-11 07:05,"1601 ATHLONE , Montreal, Canada"
2008-07-11 12:45,"MASSON & CHAPLEAU, Montreal, Canada"
2008-07-11 17:40,"DUPUIS & CLAUDE, Montreal, Canada"
2008-07-11 18:30,"DES ERABLES & BELANGER, Montreal, Canada"
2008-07-12 03:20,"MONT ROYAL & DE LA ROCHE, Montreal, Canada"
2008-07-14 06:30,"ST DONAT & SHERBROOKE, Montreal, Canada"
2008-07-14 12:50,"VIAU & JEAN TALON, Montreal, Canada"
2008-07-14 15:04,"SHERBROOKE & PIE IX, Montreal, Canada"
2008-07-14 16:06,"TILLEMONT & DE LORIMIER, Montreal, Canada"
2008-07-14 16:25,"5820 MELLING , Montreal, Canada"
2008-07-14 17:42,"RACHEL & DES ERABLES, Montreal, Canada"
2008-07-14 17:54,"HYMUS & DES SOURCES, Montreal, Canada"
2008-07-15 07:30,"ROCHON & CREVIER, Montreal, Canada"
2008-07-15 07:30,"ROCHON & CREVIER, Montreal, Canada"
2008-07-15 07:39,"3909 ST URBAIN , Montreal, Canada"
2008-07-15 11:40,"DE L'EGLISE & ALEXIS NIHON, Montreal, Canada"
2008-07-15 15:20,"8005 NOTRE DAME , Montreal, Canada"
2008-07-15 20:00,"424 BEACONSFIELD , Montreal, Canada"
2008-07-16 07:15,"4500 HOCHELAGA , Montreal, Canada"
2008-07-16 07:45,"EGENSCLIFFE & COTE ST LUC, Montreal, Canada"
2008-07-16 13:00,"ST PATRICK & ISLAND, Montreal, Canada"
2008-07-17 00:00,"MEILLEUR & HENRI BOURASSA, Montreal, Canada"
2008-07-17 09:53,"JEAN TALON & DECARIE, Montreal, Canada"
2008-07-17 15:22,"VILLERAY & ST DENIS, Montreal, Canada"
2008-07-17 15:45,"JEAN TALON & HUTCHISON, Montreal, Canada"
2008-07-17 20:20,"ROLLAND & DIJON, Montreal, Canada"
2008-07-17 20:55,"LEGER & LANGELIER, Montreal, Canada"
2008-07-17 21:40,"807 DESNOYERS , Montreal, Canada"
2008-07-17 22:30,"VILLENEUVE & ST DOMINIQUE, Montreal, Canada"
2008-07-18 06:40,"HENRI BOURASSA & DUTRISAC, Montreal, Canada"
2008-07-18 07:30,"ST LAURENT & RACHEL, Montreal, Canada"
2008-07-18 09:00,"LAFRENAIE & JARRY, Montreal, Canada"
2008-07-18 15:40,"1001 DE MAISONNEUVE , Montreal, Canada"
2008-07-19 10:23,"667 CH BORD DU LAC , Montreal, Canada"
2008-07-20 13:43,"ETIENNE BLANCHARD & CHRISTOPHE COLOMB, Montreal, Canada"
2008-07-20 14:00,"1660 40E AV , Montreal, Canada"
2008-07-21 10:45,"PIERREFONDS & PERRON, Montreal, Canada"
2008-07-21 11:55,"THIMENS & CAVENDISH, Montreal, Canada"
2008-07-21 12:05,"4210 DE MAISONNEUVE , Montreal, Canada"
2008-07-21 20:45,"NOTRE DAME & BEAUSOLEIL, Montreal, Canada"
2008-07-21 23:05,"ST ANDRE & MONT ROYAL, Montreal, Canada"
2008-07-22 11:05,"ST ANDREW & BEACONSFIELD, Montreal, Canada"
2008-07-22 15:10,"DE BORDEAUX & BELLECHASSE, Montreal, Canada"
2008-07-22 21:50,"EVELYN & DE L'EGLISE, Montreal, Canada"
2008-07-22 22:15,"VALDOMBRE & BOURDALOUE, Montreal, Canada"
2008-07-23 07:40,"METROPOLITAIN & BD DU GOLF, Montreal, Canada"
2008-07-23 17:43,"ONTARIO & AMHERST, Montreal, Canada"
2008-07-23 17:50,"SHERBROOKE & PIE IX, Montreal, Canada"
2008-07-23 18:23,"4269 ST JEAN , Montreal, Canada"
2008-07-23 22:30,"VICTORIA & SHERBROOKE, Montreal, Canada"
2008-07-24 14:37,"75 RENE LEVESQUE O, Montreal, Canada"
2008-07-25 09:15,
2008-07-25 11:20,"ROLLAND & PIERRE, Montreal, Canada"
2008-07-25 13:20,"597 CHERRIER O, Montreal, Canada"
2008-07-25 13:24,"VALOIS & STE CATHERINE, Montreal, Canada"
2008-07-25 15:42,"MARCEL LAURIN & HENRI BOURASSA, Montreal, Canada"
2008-07-25 17:00,"4747 PARTHENAIS , Montreal, Canada"
2008-07-25 18:50,"1515 DUFF COURT , Montreal, Canada"
2008-07-25 22:25,"1199 BLEURY , Montreal, Canada"
2008-07-27 10:00,"DU PARC & BERNARD, Montreal, Canada"
2008-07-27 15:30,"OUIMET & MACDONALD, Montreal, Canada"
2008-07-28 08:55,"SHERBROOKE & 32E AV, Montreal, Canada"
2008-07-28 12:00,"DUKE OF KENT & AURORA, Montreal, Canada"
2008-07-28 14:18,"WELLINGTON & BRIDGE, Montreal, Canada"
2008-07-28 16:05,"ST ANDRE & BEAUBIEN, Montreal, Canada"
2008-07-28 21:25,"BEAUBIEN & 30E AV, Montreal, Canada"
2008-07-28 21:27,"SHERBROOKE & PEEL, Montreal, Canada"
2008-07-29 08:20,"ST JOSEPH & DROLET, Montreal, Canada"
2008-07-29 08:40,"1220 GINCE , Montreal, Canada"
2008-07-29 10:15,"D'ARGENSON & CHATEAUGUAY, Montreal, Canada"
2008-07-29 12:25,"ST URBAIN & DE MAISONNEUVE, Montreal, Canada"
2008-07-29 14:29,"SHERBROOKE & PAPINEAU, Montreal, Canada"
2008-07-29 20:06,"SHEVCHENKO & DAVID BOYER, Montreal, Canada"
2008-07-29 20:52,"FILION & DE SALABERRY, Montreal, Canada"
2008-07-31 16:20,"DE LA COMMUNE & BERRI, Montreal, Canada"
2008-08-01 08:58,"GOUIN & CADIEUX, Montreal, Canada"
2008-08-01 15:38,"JEAN TALON & BLOOMFIELD, Montreal, Canada"
2008-08-01 16:50,"3510 COTE DES NEIGES , Montreal, Canada"
2008-08-01 17:05,"HENRI BOURASSA & CHRISTOPHE COLOMB, Montreal, Canada"
2008-08-01 20:15,"ST URBAIN & SHERBROOKE, Montreal, Canada"
2008-08-01 20:28,"919 ST ZOTIQUE , Montreal, Canada"
2008-08-02 10:59,"SHERBROOKE & ROSLYN, Montreal, Canada"
2008-08-02 16:15,"RICHMOND & PIERREFONDS, Montreal, Canada"
2008-08-02 17:30,"HUDSON & BARCLAY, Montreal, Canada"
2008-08-03 15:30,"KILDARE & CAVENDISH, Montreal, Canada"
2008-08-04 17:25,"PASCAL & LANGELIER, Montreal, Canada"
2008-08-04 21:15,"SHERBROOKE & HONORE BEAUGRAND, Montreal, Canada"
2008-08-05 13:55,"FONTEVRAULT & DES GALERIES D'ANJOU, Montreal, Canada"
2008-08-05 16:15,"ROSEMONT & DES EPINETTES, Montreal, Canada"
2008-08-05 20:53,"WICKSTEED & GRAHAM, Montreal, Canada"
2008-08-06 14:00,"PROVOST & 42E AV, Montreal, Canada"
2008-08-06 17:00,"983 25E AV , Montreal, Canada"
2008-08-07 00:00,"HOCHELAGA & BENNETT, Montreal, Canada"
2008-08-07 13:05,"14448 GOUIN O, Montreal, Canada"
2008-08-07 13:30,"NOTRE DAME & LIEBERT, Montreal, Canada"
2008-08-07 14:51,"800 GOUIN O, Montreal, Canada"
2008-08-08 02:08,"ST LAURENT & LAURIER, Montreal, Canada"
2008-08-08 14:45,"6067 HENRI BOURASSA , Montreal, Canada"
2008-08-08 15:02,"DE MAISONNEUVE & CRESCENT, Montreal, Canada"
2008-08-08 22:00,"LISEUX & JEAN TALON, Montreal, Canada"
2008-08-11 14:45,"JEAN TALON & DES ECORES, Montreal, Canada"
2008-08-11 16:17,"VIAU & JEAN TALON, Montreal, Canada"
2008-08-11 16:55,"JEAN TALON & CANORA, Montreal, Canada"
2008-08-11 17:20,"1320 JULES , Montreal, Canada"
2008-08-12 09:30,"SOULIGNY & BALDWIN, Montreal, Canada"
2008-08-12 13:15,"VAN HORNE & LINTON, Montreal, Canada"
2008-08-12 13:30,"ST URBAIN & DE MONTIGNY, Montreal, Canada"
2008-08-12 15:10,"ST DENIS & DE MAISONNEUVE, Montreal, Canada"
2008-08-12 17:36,"PIE IX & ADAM, Montreal, Canada"
2008-08-12 19:42,"ST ROCH & EPEE, Montreal, Canada"
2008-08-12 20:28,"WELLINGTON & CHARLEVOIX, Montreal, Canada"
2008-08-13 19:40,"QUENNEVILLE & BLEIGNIER, Montreal, Canada"
2008-08-16 00:00,"3667 GOUIN , Montreal, Canada"
2008-08-16 13:00,"LACORDAIRE & JEAN TALON, Montreal, Canada"
2008-08-16 16:20,"7990 DES GALERIES D'ANJOU , Montreal, Canada"
2008-08-17 16:44,"3614 ONTARIO , Montreal, Canada"
2008-08-17 23:30,"ST JACQUES & CAVENDISH, Montreal, Canada"
2008-08-19 00:00,"DES SOURCES & DE SALABERRY, Montreal, Canada"
2008-08-19 08:25,"2020 ST URBAIN , Montreal, Canada"
2008-08-19 08:42,"1780 DOLLARD , Montreal, Canada"
2008-08-19 10:10,"4680 DU PARC , Montreal, Canada"
2008-08-19 11:40,"11409 GOUIN O, Montreal, Canada"
2008-08-19 18:00,
2008-08-20 00:00,"ROSEMONT & LAFOND, Montreal, Canada"
2008-08-20 07:45,"HENRI JULIEN & BOUCHER, Montreal, Canada"
2008-08-20 13:00,"ST DENIS & BEAUBIEN, Montreal, Canada"
2008-08-20 14:15,"SHEVCHENKO & JEAN CHEVALIER, Montreal, Canada"
2008-08-20 14:15,"SHEVCHENKO & JEAN CHEVALIER, Montreal, Canada"
2008-08-20 18:15,"DE MAISONNEUVE & CRESCENT, Montreal, Canada"
2008-08-21 14:35,"COTE STE CATHERINE & CLAUDE CHAMPAGNE, Montreal, Canada"
2008-08-21 14:50,"ONTARIO & BERRI, Montreal, Canada"
2008-08-21 15:35,"RANCOURT & HENRI BOURASSA, Montreal, Canada"
2008-08-21 18:45,"DECARIE & COTE DE LIESSE, Montreal, Canada"
2008-08-22 06:30,"CREMAZIE & CHRISTOPHE COLOMB, Montreal, Canada"
2008-08-22 09:08,"PIE IX & LA FONTAINE, Montreal, Canada"
2008-08-22 11:20,"DULUTH & DU PARC, Montreal, Canada"
2008-08-22 11:45,"METCALFE & DE MAISONNEUVE, Montreal, Canada"
2008-08-22 13:50,"ONTARIO & DEZERY, Montreal, Canada"
2008-08-22 14:30,"REDPATH & DOCTEUR PENFIELD, Montreal, Canada"
2008-08-23 07:30,"DECARIE & COTE ST LUC, Montreal, Canada"
2008-08-23 15:53,"YVES PREVOST & JOSEPH RENAUD, Montreal, Canada"
2008-08-23 20:25,"MASSON & 3E AV, Montreal, Canada"
2008-08-23 23:47,"GUY & DE MAISONNEUVE, Montreal, Canada"
2008-08-24 00:33,"RACHEL & HENRI JULIEN, Montreal, Canada"
2008-08-24 13:00,"5935 HUTCHISON , Montreal, Canada"
2008-08-25 16:05,"4955 ST PIERRE , Montreal, Canada"
2008-08-25 16:30,"FOREST HILL & COTE DES NEIGES, Montreal, Canada"
2008-08-25 17:55,"TERREBONNE & OLD ORCHARD, Montreal, Canada"
2008-08-25 20:40,"SAUVE & MEILLEUR, Montreal, Canada"
2008-08-26 08:05,"WOODLAND & BEACONSFIELD, Montreal, Canada"
2008-08-26 10:20,"834 ST LAURENT , Montreal, Canada"
2008-08-26 14:37,"PIE IX & MASSON, Montreal, Canada"
2008-08-26 17:30,"QUEEN & DE LA COMMUNE, Montreal, Canada"
2008-08-26 18:00,"ROBIDOUX & CORDNER, Montreal, Canada"
2008-08-26 18:25,"LIENART & BELANGER, Montreal, Canada"
2008-08-27 07:15,"ST JOSEPH & HUTCHISON, Montreal, Canada"
2008-08-27 09:05,"MILTON & HUTCHISON, Montreal, Canada"
2008-08-27 10:30,"ST DOMINIQUE & RENE LEVESQUE, Montreal, Canada"
2008-08-27 12:20,"STE CATHERINE & PEEL, Montreal, Canada"
2008-08-27 16:10,"ROSEMONT & PIE IX, Montreal, Canada"
2008-08-27 17:40,"1136 LAURIER E, Montreal, Canada"
2008-08-27 18:45,"RACHEL & CLARK, Montreal, Canada"
2008-08-28 05:55,"VICTORIA & TRICENTENAIRE, Montreal, Canada"
2008-08-28 11:55,"4360 ROGER PILON , Montreal, Canada"
2008-08-29 09:05,"ST MICHEL & LAURIER, Montreal, Canada"
2008-08-29 13:40,"PAPINEAU & DE MAISONNEUVE, Montreal, Canada"
2008-08-29 13:49,"15725 PIERREFONDS , Montreal, Canada"
2008-08-29 16:15,"ST CHARLES & CHARLEVOIX, Montreal, Canada"
2008-08-29 16:35,"ST LAURENT & BELANGER, Montreal, Canada"
2008-08-30 15:30,"LASALLE & HENRI DUHAMEL, Montreal, Canada"
2008-08-30 20:37,"RACHEL & MIDWAY, Montreal, Canada"
2008-08-31 14:43,"ST JEAN & SALABERRY, Montreal, Canada"
2008-09-01 12:38,"TRICENTENAIRE & DE MONTIGNY, Montreal, Canada"
2008-09-01 14:36,"STE CATHERINE & NOTRE DAME, Montreal, Canada"
2008-09-01 18:31,"PIE IX & INDUSTRIEL, Montreal, Canada"
2008-09-02 07:10,"DE LA VERENDRYE & DE L'EGLISE, Montreal, Canada"
2008-09-02 07:40,"3344 NOTRE DAME , Montreal, Canada"
2008-09-02 17:40,"ROSEMONT & DE LORIMIER, Montreal, Canada"
2008-09-02 18:27,"MILE END & FAILLON, Montreal, Canada"
2008-09-03 09:40,"ST LAURENT & ST CUTHBERT, Montreal, Canada"
2008-09-03 17:30,"ST JOSEPH & FABRE, Montreal, Canada"
2008-09-03 17:40,"333 SHERBROOKE , Montreal, Canada"
2008-09-03 22:00,"DE MAISONNEUVE & DE LA VISITATION, Montreal, Canada"
2008-09-03 22:30,"VINET & LIONEL GROULX, Montreal, Canada"
2008-09-04 00:00,"PIE IX & AMOS, Montreal, Canada"
2008-09-04 08:30,"780 DE MAISONNEUVE , Montreal, Canada"
2008-09-04 08:40,"DE MAISONNEUVE & ATWATER, Montreal, Canada"
2008-09-04 11:30,"1450 ST URBAIN , Montreal, Canada"
2008-09-04 12:35,"95 GINCE , Montreal, Canada"
2008-09-04 20:35,"SHERBROOKE & MERCIER, Montreal, Canada"
2008-09-04 22:00,"PIE IX & HOCHELAGA, Montreal, Canada"
2008-09-05 09:30,"JARRY & CHRISTOPHE COLOMB, Montreal, Canada"
2008-09-05 19:20,"ST JACQUES & HINGSTON, Montreal, Canada"
2008-09-06 03:25,"ST JOSEPH & ST DENIS, Montreal, Canada"
2008-09-06 13:54,"16729 PIERREFONDS , Montreal, Canada"
2008-09-06 14:30,"JACQUES HERTEL & DUMAS, Montreal, Canada"
2008-09-06 14:30,"JACQUES HERTEL & DUMAS, Montreal, Canada"
2008-09-06 16:30,"SHERBROOKE & MOUNT STEPHEN, Montreal, Canada"
2008-09-08 15:00,"VILLENEUVE & ST LAURENT, Montreal, Canada"
2008-09-08 16:20,"DU FORT & DE MAISONNEUVE, Montreal, Canada"
2008-09-08 19:06,"LA BRUNANTE & COTE STE CATHERINE, Montreal, Canada"
2008-09-09 00:00,"HOCHELAGA & DUQUESNE, Montreal, Canada"
2008-09-09 08:45,"LAMBERT CLOSSE & DE MAISONNEUVE, Montreal, Canada"
2008-09-09 11:00,"SOULIGNY & LEBRUN, Montreal, Canada"
2008-09-10 07:50,"PATRICIA & OXFORD, Montreal, Canada"
2008-09-10 09:04,"COTE VERTU & BEGIN, Montreal, Canada"
2008-09-10 17:05,"ELLENDALE & DECELLES, Montreal, Canada"
2008-09-10 17:25,"5110 3E AV , Montreal, Canada"
2008-09-11 05:00,"WELLINGTON & GALT, Montreal, Canada"
2008-09-11 06:30,"BEATTY & BANNANTYNE, Montreal, Canada"
2008-09-11 10:41,"CHABANEL & BASILE ROUTHIER, Montreal, Canada"
2008-09-11 16:40,"1665 ST JOSEPH E, Montreal, Canada"
2008-09-11 17:30,"143 BARCELONE , Montreal, Canada"
2008-09-11 17:30,"SAUVE & BERRI, Montreal, Canada"
2008-09-11 20:28,"EVERETT & DE LORIMIER, Montreal, Canada"
2008-09-13 03:25,"DU FORT & DE MAISONNEUVE, Montreal, Canada"
2008-09-13 12:04,"PAIMPOL & LACORDAIRE, Montreal, Canada"
2008-09-13 22:29,"SHERBROOKE & CARTIER, Montreal, Canada"
2008-09-14 20:52,"ST LAURENT & MONT ROYAL, Montreal, Canada"
2008-09-15 08:38,"STANLEY & DE MAISONNEUVE, Montreal, Canada"
2008-09-16 07:30,"ST ZOTIQUE & DES ERABLES, Montreal, Canada"
2008-09-16 15:43,"PASCAL & JUBINVILLE, Montreal, Canada"
2008-09-16 16:20,"5555 DE MARSEILLE , Montreal, Canada"
2008-09-16 17:00,"ROLLAND & HENRI BOURASSA, Montreal, Canada"
2008-09-17 08:00,"ST MATHIEU & DE MAISONNEUVE, Montreal, Canada"
2008-09-17 11:00,"RENE LEVESQUE & CARTIER, Montreal, Canada"
2008-09-17 12:10,"4814 DU PARC , Montreal, Canada"
2008-09-17 13:45,"COTE STE CATHERINE & BELOEIL, Montreal, Canada"
2008-09-17 17:29,"ST LAURENT & MAGUIRE, Montreal, Canada"
2008-09-17 19:30,"MASSON & 2E AV, Montreal, Canada"
2008-09-18 08:00,"RACHEL & DE BULLION, Montreal, Canada"
2008-09-18 16:20,"GEORGE & 9E AV, Montreal, Canada"
2008-09-18 18:20,"BOUL. ST CHARLES & ANTOINE FAUCON, Montreal, Canada"
2008-09-18 19:30,"DE MAISONNEUVE & ADDINGTON, Montreal, Canada"
2008-09-18 23:40,"1206 MONT ROYAL E, Montreal, Canada"
2008-09-18 23:53,"SHERBROOKE & PARK ROW EAST, Montreal, Canada"
2008-09-19 23:40,"MACKAY & DE MAISONNEUVE, Montreal, Canada"
2008-09-20 00:00,"SHERBROOKE & DICKSON, Montreal, Canada"
2008-09-20 13:21,"255 ONTARIO E, Montreal, Canada"
2008-09-20 17:20,"VILLERAY & DE LORIMIER, Montreal, Canada"
2008-09-22 09:15,"GUY & DE MAISONNEUVE, Montreal, Canada"
2008-09-22 12:45,"DES ECORES & BEAUBIEN, Montreal, Canada"
2008-09-22 16:49,"VIAU & NOTRE DAME, Montreal, Canada"
2008-09-22 17:00,"LOGAN & CHAMPLAIN, Montreal, Canada"
2008-09-22 17:48,"GALT & CHAMPLAIN, Montreal, Canada"
2008-09-22 20:23,"UNION & DE MAISONNEUVE, Montreal, Canada"
2008-09-23 17:10,"1400 RENE LEVESQUE , Montreal, Canada"
2008-09-24 12:05,"12066 STE GERTRUDE , Montreal, Canada"
2008-09-24 14:14,"VICTORIA & 10E AV, Montreal, Canada"
2008-09-24 16:31,"JEAN RIVARD & 23E AV, Montreal, Canada"
2008-09-24 16:40,"DE LA ROCHE & BELLECHASSE, Montreal, Canada"
2008-09-25 02:30,"VERENDRYE & DE L'EGLISE, Montreal, Canada"
2008-09-25 07:10,"GUY & DE MAISONNEUVE, Montreal, Canada"
2008-09-25 11:13,"DE L'EGLISE & ALEXIS NIHON, Montreal, Canada"
2008-09-25 12:50,"PAPINEAU & CREMAZIE, Montreal, Canada"
2008-09-25 16:00,"PAPINEAU & DE MAISONNEUVE, Montreal, Canada"
2008-09-25 17:17,"STEPHENS & CHAMPLAIN, Montreal, Canada"
2008-09-26 14:40,"ST LAURENT & PRIEUR, Montreal, Canada"
2008-09-27 01:10,"ONTARIO & DE LORIMIER, Montreal, Canada"
2008-09-27 03:24,"ST DENIS & ROSEMONT, Montreal, Canada"
2008-09-27 21:30,"ST HUBERT & RENE LEVESQUE, Montreal, Canada"
2008-09-27 21:54,"ST AMBROISE & ATWATER, Montreal, Canada"
2008-09-27 22:15,"SHERBROOKE & BOURBONNIERE, Montreal, Canada"
2008-09-28 11:25,"3781 DES SOURCES , Montreal, Canada"
2008-09-28 18:15,"12327 6E AV , Montreal, Canada"
2008-09-29 10:24,"SANGUINET & DE MAISONNEUVE, Montreal, Canada"
2008-09-29 13:40,"PLAMONDON & DECARIE, Montreal, Canada"
2008-09-29 16:15,"SHERBROOKE & HINGSTON, Montreal, Canada"
2008-09-29 17:31,"3475 DE LA MONTAGNE , Montreal, Canada"
2008-09-30 08:00,"VILLERAY & CHRISTOPHE COLOMB, Montreal, Canada"
2008-09-30 17:27,"4506 PAPINEAU , Montreal, Canada"
2008-09-30 19:30,"WOOD & DE MAISONNEUVE, Montreal, Canada"
2008-09-30 20:30,"D'IBERVILLE & BEAUBIEN, Montreal, Canada"
2008-10-01 08:50,"ST URBAIN & BAGG, Montreal, Canada"
2008-10-01 12:48,"HENRI JULIEN & BEAUBIEN, Montreal, Canada"
2008-10-01 21:35,"LANGELIER & HENRI BOURASSA, Montreal, Canada"
2008-10-02 09:50,"RACHEL & JEANNE D'ARC, Montreal, Canada"
2008-10-02 12:00,"STANLEY & SHERBROOKE, Montreal, Canada"
2008-10-02 12:32,"3484 DECARIE , Montreal, Canada"
2008-10-03 16:45,"UNION & SHERBROOKE, Montreal, Canada"
2008-10-03 17:03,"DULUTH & DU PARC, Montreal, Canada"
2008-10-03 18:05,"RACHEL & MOLSON, Montreal, Canada"
2008-10-04 21:05,"2172 MONT ROYAL , Montreal, Canada"
2008-10-05 17:00,"PERINAULT & LAURENTIEN, Montreal, Canada"
2008-10-06 00:00,"PIE IX & ONTARIO, Montreal, Canada"
2008-10-06 10:05,"3450 MCTAVISH , Montreal, Canada"
2008-10-06 15:07,"DE L'EGLISE & ANGERS, Montreal, Canada"
2008-10-06 16:40,"ST JACQUES & MONTREAL TORONTO, Montreal, Canada"
2008-10-06 17:30,"ST DENIS & DE MAISONNEUVE, Montreal, Canada"
2008-10-06 19:30,"LEBEAU & COTE VERTU, Montreal, Canada"
2008-10-07 00:00,"3700 STE CATHERINE , Montreal, Canada"
2008-10-07 08:06,"BELLECHASSE & 1RE AV, Montreal, Canada"
2008-10-07 11:45,"ROLLAND & BANNANTYNE, Montreal, Canada"
2008-10-07 15:55,"MICHEL ANGE & 12E AV, Montreal, Canada"
2008-10-07 16:15,"PIERREFONDS & GOUIN, Montreal, Canada"
2008-10-08 19:15,"STE CATHERINE & METCALFE, Montreal, Canada"
2008-10-09 06:49,"ST URBAIN & BAGG, Montreal, Canada"
2008-10-09 08:15,"LONG SAULT & BRAZIER, Montreal, Canada"
2008-10-10 00:27,"NOTRE DAME & GAMBLE, Montreal, Canada"
2008-10-10 08:15,"15200 SHERBROOKE , Montreal, Canada"
2008-10-10 10:35,"ST LAURENT & FAIRMOUNT, Montreal, Canada"
2008-10-10 17:00,"SHERBROOKE & BENNY, Montreal, Canada"
2008-10-10 19:11,"GUY & ARGYLE, Montreal, Canada"
2008-10-11 09:44,"DU FORT & DE MAISONNEUVE, Montreal, Canada"
2008-10-11 14:00,"LUCERNE & GOUIN, Montreal, Canada"
2008-10-11 15:15,"ST JOSEPH & 18E AV, Montreal, Canada"
2008-10-11 15:35,"WEST BROADWAY & ST JACQUES, Montreal, Canada"
2008-10-11 16:15,"D'ARGENSON & BUTLER, Montreal, Canada"
2008-10-12 10:30,"SEVILLE & JUMMYBROOKE, Montreal, Canada"
2008-10-12 16:31,"PAUL CORBEIL & 41E RUE, Montreal, Canada"
2008-10-14 10:12,"MONTGOMERY & COTE ST LUC, Montreal, Canada"
2008-10-14 15:30,"SELBY & ROSE DE LIMA, Montreal, Canada"
2008-10-14 18:20,"ST JEAN & HYMUS, Montreal, Canada"
2008-10-14 18:30,"ST URBAIN & RACHEL, Montreal, Canada"
2008-10-15 11:08,"4391 PAPINEAU , Montreal, Canada"
2008-10-15 14:05,"WELLINGTON & LASALLE, Montreal, Canada"
2008-10-15 18:46,"LAJEUNESSE & HENRI BOURASSA, Montreal, Canada"
2008-10-15 18:55,"RIVIERE DES PRAIRIES & 4E RUE, Montreal, Canada"
2008-10-16 08:13,"TILLEMONT & DE NORMANVILLE, Montreal, Canada"
2008-10-16 10:15,"ONTARIO & BERRI, Montreal, Canada"
2008-10-17 07:32,"GOUNOD & BERRI, Montreal, Canada"
2008-10-17 08:10,"ST JACQUES & RICHMOND, Montreal, Canada"
2008-10-17 08:45,"6560 JOSEPH RENAUD , Montreal, Canada"
2008-10-17 11:05,"VILLENEUVE & CLARK, Montreal, Canada"
2008-10-17 17:54,"ST DENIS & LAURIER, Montreal, Canada"
2008-10-18 01:39,"MONT ROYAL & FULLUM, Montreal, Canada"
2008-10-18 17:40,"METROPOLITAIN & CHAMPCHEVRIER, Montreal, Canada"
2008-10-20 16:15,"VIAU & JARRY, Montreal, Canada"
2008-10-21 00:00,"ST JACQUES & AUTOROUTE 20, Montreal, Canada"
2008-10-22 05:45,"ST ZOTIQUE & ST DENIS, Montreal, Canada"
2008-10-22 08:25,"ST URBAIN & BAGG, Montreal, Canada"
2008-10-22 12:00,"RIVARD & MONT ROYAL, Montreal, Canada"
2008-10-22 18:39,"DE MAISONNEUVE & DE LA MONTAGNE, Montreal, Canada"
2008-10-23 14:15,"MILTON & AYLMER, Montreal, Canada"
2008-10-23 17:07,"ST URBAIN & FAIRMOUNT, Montreal, Canada"
2008-10-23 17:20,"ST JULIEN & CHARLEROI, Montreal, Canada"
2008-10-23 21:30,"ST MATHIEU & SHERBROOKE, Montreal, Canada"
2008-10-24 11:44,"7100 JEAN TALON , Montreal, Canada"
2008-10-24 13:40,"PAPINEAU & FLEURIMONT, Montreal, Canada"
2008-10-24 14:30,"ST DENIS & RACHEL, Montreal, Canada"
2008-10-24 15:10,"ST LAURENT & BEAUBIEN, Montreal, Canada"
2008-10-24 17:00,"WINTON & MORRISON, Montreal, Canada"
2008-10-24 17:45,"ST DENIS & RENE LEVESQUE, Montreal, Canada"
2008-10-24 23:15,"DES PINS & CLARK, Montreal, Canada"
2008-10-25 19:25,"JARRY & CHRISTOPHE COLOMB, Montreal, Canada"
