id,Time,Address,Street 1,Street 2,Street 3,Impact type,Environment,Light,Traffic control,Severity,Number of vehicles,Number of injured persons,Number of pedestrians
050200826,2005-07-19 00:00:00,"CARLING AVE at IRVING PL, Ottawa, ON, Canada",CARLING AVE,IRVING PL,,,,,,,,,
050201266,2005-07-19 00:00:00,"CARLING AVE at CLYDE AVE, Ottawa, ON, Canada",CARLING AVE,CLYDE AVE,,,,,,,,,
050199824,2005-07-18 00:00:00,"ARGYLE AVE at METCALFE ST W, Ottawa, ON, Canada",ARGYLE AVE,METCALFE ST W,O'CONNOR ST,,,,,,,,
050203144,2005-07-18 00:00:00,"ST. LAURENT BLVD at DONALD ST, Ottawa, ON, Canada",ST. LAURENT BLVD,DONALD ST,MCARTHUR AVE,,,,,,,,
050195470,2005-07-14 00:00:00,"BANK ST at GLADSTONE AVE, Ottawa, ON, Canada",BANK ST,GLADSTONE AVE,,,,,,,,,
050196059,2005-07-14 00:00:00,"MACKENZIE AVE at RIDEAU ST, Ottawa, ON, Canada",MACKENZIE AVE,RIDEAU ST,,,,,,,,,
050196137,2005-07-14 00:00:00,"TWYFORD ST at CAHILL DR, Ottawa, ON, Canada",TWYFORD ST,CAHILL DR,MCCARTHY RD,,,,,,,,
050194623,2005-07-13 00:00:00,"PARKDALE AVE at SIMS AVE, Ottawa, ON, Canada",PARKDALE AVE,SIMS AVE,,,,,,,,,
050193288,2005-07-12 00:00:00,"ORLEANS BLVD at FOREST VALLEY DR, Ottawa, ON, Canada",ORLEANS BLVD,FOREST VALLEY DR,MEADOWGLEN DR,,,,,,,,
050193548,2005-07-12 00:00:00,"ELGIN ST at NEPEAN ST, Ottawa, ON, Canada",ELGIN ST,NEPEAN ST,,,,,,,,,
050193989,2005-07-12 00:00:00,"BAYSHORE DR at WOODRIDGE CRES N, Ottawa, ON, Canada",BAYSHORE DR,WOODRIDGE CRES N,,,,,,,,,
050190640,2005-07-09 00:00:00,"MONTREAL RD at NORTH RIVER RD, Ottawa, ON, Canada",MONTREAL RD,NORTH RIVER RD,,,,,,,,,
050189021,2005-07-08 00:00:00,"ELGIN ST at SLATER ST, Ottawa, ON, Canada",ELGIN ST,SLATER ST,,,,,,,,,
050188405,2005-07-07 00:00:00,"BYNG DR at ISLAND PARK DR, Ottawa, ON, Canada",BYNG DR,ISLAND PARK DR,,,,,,,,,
050187319,2005-07-06 00:00:00,"BANK ST at COOPER ST, Ottawa, ON, Canada",BANK ST,COOPER ST,LISGAR ST,,,,,,,,
050186124,2005-07-05 00:00:00,"JEANNE D'ARC BLVD at GREY NUNS DR, Ottawa, ON, Canada",JEANNE D'ARC BLVD,GREY NUNS DR,ST. JOSEPH BLVD,,,,,,,,
050184108,2005-07-03 00:00:00,"JASON DR at FETTERLY DR, Ottawa, ON, Canada",JASON DR,FETTERLY DR,YORKS CORNERS RD,,,,,,,,
050182253,2005-07-01 00:00:00,"SUSSEX DR at KING EDWARD AVE, Ottawa, ON, Canada",SUSSEX DR,KING EDWARD AVE,OTTAWA CITY HALL,,,,,,,,
050183136,2005-07-01 00:00:00,"LAURIER AVE at 135 E OF ELGIN ST, Ottawa, ON, Canada",LAURIER AVE,135 E OF ELGIN ST,ELGIN ST,,,,,,,,
050180438,2005-06-30 00:00:00,"EAGLESON RD at 300 N OF MICHAEL COWPLAND, Ottawa, ON, Canada",EAGLESON RD,300 N OF MICHAEL COWPLAND,PALOMINO DR,,,,,,,,
050178996,2005-06-29 00:00:00,"HAANEL DR at ROBERTSON RD, Ottawa, ON, Canada",HAANEL DR,ROBERTSON RD,,,,,,,,,
050179213,2005-06-29 00:00:00,"BASELINE RD at NAVAHO DR, Ottawa, ON, Canada",BASELINE RD,NAVAHO DR,SHOPPERS CITY WEST SC,,,,,,,,
050179518,2005-06-29 00:00:00,"MONTREAL RD at ST. LAURENT BLVD, Ottawa, ON, Canada",MONTREAL RD,ST. LAURENT BLVD,,,,,,,,,
050179573,2005-06-29 00:00:00,"ST. LAURENT BLVD at TAWNEY RD, Ottawa, ON, Canada",ST. LAURENT BLVD,TAWNEY RD,,,,,,,,,
050177642,2005-06-28 00:00:00,"LEES AVE at TRANSITWAY, Ottawa, ON, Canada",LEES AVE,TRANSITWAY,ALGONQUIN COLLEGE,,,,,,,,
050177842,2005-06-28 00:00:00,"BAY ST at LAURIER AVE, Ottawa, ON, Canada",BAY ST,LAURIER AVE,,,,,,,,,
050178195,2005-06-28 00:00:00,"COVENTRY RD at ST. LAURENT BLVD, Ottawa, ON, Canada",COVENTRY RD,ST. LAURENT BLVD,,,,,,,,,
050178328,2005-06-28 00:00:00,"CARP RD at STITTSVILLE MAIN ST, Ottawa, ON, Canada",CARP RD,STITTSVILLE MAIN ST,,,,,,,,,
050176794,2005-06-27 00:00:00,"BATHGATE DR at MONTREAL RD, Ottawa, ON, Canada",BATHGATE DR,MONTREAL RD,,,,,,,,,
050177431,2005-06-27 00:00:00,"ADENCLIFFE DR at PRINCESS LOUISE DR, Ottawa, ON, Canada",ADENCLIFFE DR,PRINCESS LOUISE DR,,,,,,,,,
050177488,2005-06-27 00:00:00,"BASELINE RD at CLYDE AVE, Ottawa, ON, Canada",BASELINE RD,CLYDE AVE,,,,,,,,,
050175691,2005-06-26 00:00:00,"RIDEAU ST at RIDEAU PL, Ottawa, ON, Canada",RIDEAU ST,RIDEAU PL,WURTEMBURG ST,,,,,,,,
050176114,2005-06-26 00:00:00,"FLAMBOROUGH WAY at GOULBOURN FORCED RD, Ottawa, ON, Canada",FLAMBOROUGH WAY,GOULBOURN FORCED RD,,,,,,,,,
050174963,2005-06-25 00:00:00,"LYNHAR RD at RICHMOND RD, Ottawa, ON, Canada",LYNHAR RD,RICHMOND RD,,,,,,,,,
050175369,2005-06-25 00:00:00,"DEERFOX DR at WOODROFFE AVE, Ottawa, ON, Canada",DEERFOX DR,WOODROFFE AVE,,,,,,,,,
050175505,2005-06-25 00:00:00,"SHERBOURNE RD at FRASER AVE, Ottawa, ON, Canada",SHERBOURNE RD,FRASER AVE,WINDERMERE AVE,,,,,,,,
050174020,2005-06-24 00:00:00,"BRIDGE ST at DICKINSON CIRC, Ottawa, ON, Canada",BRIDGE ST,DICKINSON CIRC,MANOTICK MAIN ST,,,,,,,,
050172861,2005-06-23 00:00:00,"ALERT RD at LESTER RD, Ottawa, ON, Canada",ALERT RD,LESTER RD,,,,,,,,,
050171736,2005-06-22 00:00:00,"BOYER RD at ORLEANS BLVD, Ottawa, ON, Canada",BOYER RD,ORLEANS BLVD,,,,,,,,,
050171763,2005-06-22 00:00:00,"BANK ST at AYLMER AVE, Ottawa, ON, Canada",BANK ST,AYLMER AVE,EUCLID AVE,,,,,,,,
050169978,2005-06-21 00:00:00,"BOTSFORD ST at SMYTH RD, Ottawa, ON, Canada",BOTSFORD ST,SMYTH RD,,,,,,,,,
050170401,2005-06-21 00:00:00,"NORTH RIVER RD at MCARTHUR AVE, Ottawa, ON, Canada",NORTH RIVER RD,MCARTHUR AVE,SELKIRK ST,,,,,,,,
050170439,2005-06-21 00:00:00,"BLOHM DR at TED GRANT PRIV, Ottawa, ON, Canada",BLOHM DR,TED GRANT PRIV,,,,,,,,,
050170670,2005-06-21 00:00:00,"HWY 417 TERRYFO IC140R61 at TERRY FOX DR, Ottawa, ON, Canada",HWY 417 TERRYFO IC140R61,TERRY FOX DR,,,,,,,,,
050169282,2005-06-20 00:00:00,"QUEEN MARY ST at ST. LAURENT BLVD, Ottawa, ON, Canada",125 N OF QUEEN MARY ST,ST. LAURENT BLVD,,,,,,,,,
050167246,2005-06-18 00:00:00,"BOOTH ST at GLADSTONE AVE, Ottawa, ON, Canada",BOOTH ST,GLADSTONE AVE,LOUISA ST,,,,,,,,
050168263,2005-06-18 00:00:00,"BRITANNIA RD at HOWE ST, Ottawa, ON, Canada",BRITANNIA RD,HOWE ST,,,,,,,,,
050166403,2005-06-16 00:00:00,"CASTLEFRANK RD at HAZELDEAN RD, Ottawa, ON, Canada",246 E OF CASTLEFRANK RD,HAZELDEAN RD,,,,,,,,,
050164138,2005-06-15 00:00:00,"ALBION RD at HUNT CLUB RD, Ottawa, ON, Canada",ALBION RD,HUNT CLUB RD,,,,,,,,,
050162810,2005-06-14 00:00:00,"BANK ST at GILMOUR ST, Ottawa, ON, Canada",BANK ST,GILMOUR ST,,,,,,,,,
050163186,2005-06-14 00:00:00,"BRUYERE ST at SUSSEX DR, Ottawa, ON, Canada",BRUYERE ST,SUSSEX DR,,,,,,,,,
050163202,2005-06-14 00:00:00,"BYRON AVE at CLARENDON AVE, Ottawa, ON, Canada",BYRON AVE,CLARENDON AVE,GRANVILLE AVE,,,,,,,,
050161782,2005-06-13 00:00:00,"BYRON AVE at TWEEDSMUIR AVE, Ottawa, ON, Canada",BYRON AVE,TWEEDSMUIR AVE,,,,,,,,,
050162158,2005-06-13 00:00:00,"BANK ST at HOPEWELL AVE, Ottawa, ON, Canada",BANK ST,HOPEWELL AVE,SUNNYSIDE AVE,,,,,,,,
050160825,2005-06-12 00:00:00,"WEST HUNT CLUB RD EB at GREENBANK RD, Ottawa, ON, Canada",WEST HUNT CLUB RD EB,GREENBANK RD,KNOXDALE RD,,,,,,,,
050158769,2005-06-11 00:00:00,"CONROY RD at WALKLEY RD, Ottawa, ON, Canada",160 W OF CONROY RD,WALKLEY RD,,,,,,,,,
050158986,2005-06-11 00:00:00,"CASTLEFRANK RD at KATIMAVIK RD, Ottawa, ON, Canada",CASTLEFRANK RD,KATIMAVIK RD,,,,,,,,,
050157260,2005-06-10 00:00:00,"BEECH ST at PRESTON ST, Ottawa, ON, Canada",BEECH ST,PRESTON ST,,,,,,,,,
050157344,2005-06-10 00:00:00,"VIEWMOUNT DR at FARM GATE CRES W, Ottawa, ON, Canada",VIEWMOUNT DR,FARM GATE CRES W,OLD COUNTRY GT,,,,,,,,
050157890,2005-06-10 00:00:00,"HAMPSTEAD PL at WALKLEY RD, Ottawa, ON, Canada",HAMPSTEAD PL,WALKLEY RD,,,,,,,,,
050156871,2005-06-09 00:00:00,"BANK ST at SOUTHKEYS SC, Ottawa, ON, Canada",BANK ST,SOUTHKEYS SC,,,,,,,,,
050155039,2005-06-08 00:00:00,"BILBERRY DR W at JEANNE D'ARC BLVD, Ottawa, ON, Canada",BILBERRY DR W,JEANNE D'ARC BLVD,,,,,,,,,
050155102,2005-06-08 00:00:00,"COLONEL MURRAY ST at MARTIN ST, Ottawa, ON, Canada",COLONEL MURRAY ST,MARTIN ST,,,,,,,,,
050155612,2005-06-08 00:00:00,"BRONSON AVE at RAMP 42A, Ottawa, ON, Canada",BRONSON AVE,RAMP 42A,,,,,,,,,
050154250,2005-06-07 00:00:00,"EDGEWATER ST at TERRY FOX DR, Ottawa, ON, Canada",EDGEWATER ST,TERRY FOX DR,,,,,,,,,
050154430,2005-06-07 00:00:00,"MONTREAL RD at NORTH RIVER RD, Ottawa, ON, Canada",MONTREAL RD,NORTH RIVER RD,,,,,,,,,
050153240,2005-06-06 00:00:00,"LAURIER AVE at ELGIN ST, Ottawa, ON, Canada",LAURIER AVE,ELGIN ST,METCALFE ST,,,,,,,,
050152093,2005-06-05 00:00:00,"ROBERTSON RD at MOODIE DR, Ottawa, ON, Canada",ROBERTSON RD,MOODIE DR,VANIER RD,,,,,,,,
050152226,2005-06-05 00:00:00,"CHARLEMAGNE BLVD N at TENTH LINE RD, Ottawa, ON, Canada",CHARLEMAGNE BLVD N,TENTH LINE RD,,,,,,,,,
050152250,2005-06-05 00:00:00,"PARKER AVE E at SULLIVAN AVE E, Ottawa, ON, Canada",PARKER AVE E,SULLIVAN AVE E,,,,,,,,,
050151164,2005-06-04 00:00:00,"DUMAURIER AVE at SPLINTER CRES, Ottawa, ON, Canada",DUMAURIER AVE,SPLINTER CRES,TORSA CRT,,,,,,,,
050151174,2005-06-04 00:00:00,"ELGIN ST at LAURIER AVE, Ottawa, ON, Canada",135 E OF ELGIN ST,LAURIER AVE,,,,,,,,,
050149461,2005-06-03 00:00:00,"SUSSEX DR at KING EDWARD AVE, Ottawa, ON, Canada",SUSSEX DR,KING EDWARD AVE,OTTAWA CITY HALL,,,,,,,,
050149922,2005-06-03 00:00:00,"DORVAL AVE at PLEASANT PARK RD, Ottawa, ON, Canada",DORVAL AVE,PLEASANT PARK RD,,,,,,,,,
050148377,2005-06-02 00:00:00,"QUEEN ELIZABETH DRWY at TORRINGTON PL, Ottawa, ON, Canada",QUEEN ELIZABETH DRWY,TORRINGTON PL,,,,,,,,,
050148736,2005-06-02 00:00:00,"CATHERINE ST at KENT ST, Ottawa, ON, Canada",CATHERINE ST,KENT ST,,,,,,,,,
050149077,2005-06-02 00:00:00,"KING EDWARD AVE at MURRAY ST, Ottawa, ON, Canada",KING EDWARD AVE,MURRAY ST,,,,,,,,,
050147127,2005-06-01 00:00:00,"BANK ST at RIVERSIDE DR N, Ottawa, ON, Canada",BANK ST,RIVERSIDE DR N,RIVERSIDE DR S,,,,,,,,
050147781,2005-06-01 00:00:00,"CARRIERE ST at ORLEANS BLVD, Ottawa, ON, Canada",CARRIERE ST,ORLEANS BLVD,,,,,,,,,
050145851,2005-05-31 00:00:00,"TERRY FOX DR at KATIMAVIK RD, Ottawa, ON, Canada",TERRY FOX DR,KATIMAVIK RD,MAPLE GROVE RD,,,,,,,,
050146398,2005-05-31 00:00:00,"MONTREAL RD at NORTH RIVER RD, Ottawa, ON, Canada",MONTREAL RD,NORTH RIVER RD,,,,,,,,,
050145274,2005-05-30 00:00:00,"BANK ST at SOMERSET ST, Ottawa, ON, Canada",BANK ST,SOMERSET ST,,,,,,,,,
050144264,2005-05-29 00:00:00,"PRESTON ST at SOMERSET ST, Ottawa, ON, Canada",PRESTON ST,SOMERSET ST,,,,,,,,,
050143207,2005-05-28 00:00:00,"FOURTH AVE at O'CONNOR ST, Ottawa, ON, Canada",FOURTH AVE,O'CONNOR ST,QUEEN ELIZABETH DRWY,,,,,,,,
050143539,2005-05-28 00:00:00,"GEORGE ST at CUMBERLAND ST, Ottawa, ON, Canada",GEORGE ST,CUMBERLAND ST,DALHOUSIE ST,,,,,,,,
050141963,2005-05-27 00:00:00,"GLADSTONE AVE at PERCY ST, Ottawa, ON, Canada",GLADSTONE AVE,PERCY ST,,,,,,,,,
050142380,2005-05-27 00:00:00,"WALKLEY RD at HALIFAX DR, Ottawa, ON, Canada",WALKLEY RD,HALIFAX DR,HARDING RD,,,,,,,,
050138575,2005-05-24 00:00:00,"CHURCHILL AVE at RICHMOND RD, Ottawa, ON, Canada",CHURCHILL AVE,RICHMOND RD,,,,,,,,,
050138609,2005-05-24 00:00:00,"ST. LAURENT BLVD at DONALD ST, Ottawa, ON, Canada",ST. LAURENT BLVD,DONALD ST,MCARTHUR AVE,,,,,,,,
050137806,2005-05-23 00:00:00,"PALOMINO DR at APPALOOSA DR E, Ottawa, ON, Canada",PALOMINO DR,APPALOOSA DR E,SHETLAND WAY,,,,,,,,
050136984,2005-05-22 00:00:00,"ALEXANDRA BR at MURRAY/ST. PATRICK ST, Ottawa, ON, Canada",ALEXANDRA BR,MURRAY/ST. PATRICK ST,PROVINCIAL BOUNDARY,,,,,,,,
050135915,2005-05-21 00:00:00,"BANK ST at WILTON CRES, Ottawa, ON, Canada",BANK ST,WILTON CRES,,,,,,,,,
050135123,2005-05-20 00:00:00,"RICHMOND RD at TWEEDSMUIR AVE, Ottawa, ON, Canada",RICHMOND RD,TWEEDSMUIR AVE,,,,,,,,,
050134163,2005-05-19 00:00:00,"ST. LAURENT BLVD at COVENTRY RD, Ottawa, ON, Canada",ST. LAURENT BLVD,COVENTRY RD,HWY 417 ST.LAUR IC115R36,,,,,,,,
050134262,2005-05-19 00:00:00,"JEANNE D'ARC BLVD at CATTAIL WAY, Ottawa, ON, Canada",JEANNE D'ARC BLVD,CATTAIL WAY,LAWNSBERRY DR W,,,,,,,,
050132469,2005-05-18 00:00:00,"CAPILANO DR at MERIVALE RD, Ottawa, ON, Canada",CAPILANO DR,MERIVALE RD,,,,,,,,,
050132890,2005-05-18 00:00:00,"ISLAND PARK DR at RICHMOND RD, Ottawa, ON, Canada",ISLAND PARK DR,RICHMOND RD,,,,,,,,,
050132891,2005-05-18 00:00:00,"STONEHAVEN DR at BRIDGESTONE DR, Ottawa, ON, Canada",STONEHAVEN DR,BRIDGESTONE DR,FURLONG CRES,,,,,,,,
050131368,2005-05-17 00:00:00,"BILBERRY DR E at JEANNE D'ARC BLVD, Ottawa, ON, Canada",BILBERRY DR E,JEANNE D'ARC BLVD,,,,,,,,,
050131460,2005-05-17 00:00:00,"LAURIER AVE at BANK ST, Ottawa, ON, Canada",LAURIER AVE,BANK ST,KENT ST,,,,,,,,
050131767,2005-05-17 00:00:00,"COTE ST at ST. LAURENT BLVD, Ottawa, ON, Canada",COTE ST,ST. LAURENT BLVD,,,,,,,,,
050130291,2005-05-16 00:00:00,"ESPRIT DR at INNES RD, Ottawa, ON, Canada",ESPRIT DR,INNES RD,,,,,,,,,
050130652,2005-05-16 00:00:00,"WURTEMBURG ST at BRIGADIER PRIV, Ottawa, ON, Canada",WURTEMBURG ST,BRIGADIER PRIV,RIDEAU ST,,,,,,,,
050130800,2005-05-16 00:00:00,"CLARIDGE DR at WOODROFFE AVE, Ottawa, ON, Canada",CLARIDGE DR,WOODROFFE AVE,,,,,,,,,
050127503,2005-05-13 00:00:00,"BANK ST at JOHNSTON RD, Ottawa, ON, Canada",BANK ST,JOHNSTON RD,SOUTHKEYS SC,,,,,,,,
050126276,2005-05-12 00:00:00,"CAMPEAU DR at DRYSDALE ST, Ottawa, ON, Canada",CAMPEAU DR,DRYSDALE ST,GRAY CRES,,,,,,,,
050126921,2005-05-12 00:00:00,"HINES RD at INNOVATION DR, Ottawa, ON, Canada",HINES RD,INNOVATION DR,,,,,,,,,
050125658,2005-05-11 00:00:00,"ELGIN ST at LISGAR ST, Ottawa, ON, Canada",ELGIN ST,LISGAR ST,,,,,,,,,
050124702,2005-05-10 00:00:00,"FURBY AVE at TAWNEY RD, Ottawa, ON, Canada",FURBY AVE,TAWNEY RD,,,,,,,,,
050123053,2005-05-09 00:00:00,"FALLOWFIELD RD at HOLITMAN DR, Ottawa, ON, Canada",FALLOWFIELD RD,HOLITMAN DR,WOLFGANG DR,,,,,,,,
050121538,2005-05-07 00:00:00,"CANFIELD RD at GREENBANK RD, Ottawa, ON, Canada",CANFIELD RD,GREENBANK RD,,,,,,,,,
050121542,2005-05-07 00:00:00,"SUSSEX DR at BOLTON ST, Ottawa, ON, Canada",SUSSEX DR,BOLTON ST,BOTELER ST,,,,,,,,
050121675,2005-05-07 00:00:00,"BANK ST at CATHERINE ST, Ottawa, ON, Canada",BANK ST,CATHERINE ST,,,,,,,,,
050120117,2005-05-06 00:00:00,"CONROY RD at JOHNSTON RD, Ottawa, ON, Canada",CONROY RD,JOHNSTON RD,,,,,,,,,
050120505,2005-05-06 00:00:00,"CASTLEFRANK RD at HAZELDEAN RD, Ottawa, ON, Canada",CASTLEFRANK RD,HAZELDEAN RD,,,,,,,,,
050120719,2005-05-06 00:00:00,"PRESTON ST at WELLINGTON ST, Ottawa, ON, Canada",PRESTON ST,WELLINGTON ST,,,,,,,,,
050120774,2005-05-06 00:00:00,"BEECHWOOD AVE at CRICHTON ST, Ottawa, ON, Canada",BEECHWOOD AVE,CRICHTON ST,,,,,,,,,
050117945,2005-05-04 00:00:00,"BEAVERBROOK RD at TERON RD, Ottawa, ON, Canada",BEAVERBROOK RD,TERON RD,,,,,,,,,
050115524,2005-05-01 00:00:00,"CRAIG HENRY DR at IVYLEA ST, Ottawa, ON, Canada",CRAIG HENRY DR,IVYLEA ST,,,,,,,,,
050113017,2005-04-29 00:00:00,"CARLING AVE EB at 67 E OF ARCHIBALD ST, Ottawa, ON, Canada",CARLING AVE EB,67 E OF ARCHIBALD ST,WESTGATE SC,,,,,,,,
050112213,2005-04-28 00:00:00,"MONTREAL RD at MONTGOMERY ST, Ottawa, ON, Canada",MONTREAL RD,MONTGOMERY ST,PALACE ST,,,,,,,,
050111579,2005-04-27 00:00:00,"BANK ST at CATHERINE ST, Ottawa, ON, Canada",BANK ST,CATHERINE ST,,,,,,,,,
050109383,2005-04-25 00:00:00,"CATHERINE ST at BANK ST, Ottawa, ON, Canada",CATHERINE ST,BANK ST,HWY 417 O'CONN IC119BR76,,,,,,,,
050108213,2005-04-24 00:00:00,"BRIDLEWOOD DR at STONEHAVEN DR, Ottawa, ON, Canada",BRIDLEWOOD DR,STONEHAVEN DR,,,,,,,,,
050105550,2005-04-21 00:00:00,"SEYMOUR AVE at BENSON ST, Ottawa, ON, Canada",SEYMOUR AVE,BENSON ST,ROCKFIELD CRES,,,,,,,,
050102675,2005-04-19 00:00:00,"CUBA AVE at SMYTH RD, Ottawa, ON, Canada",CUBA AVE,SMYTH RD,,,,,,,,,
050102828,2005-04-19 00:00:00,"HWY 417 ST.LAURE IC115R5 at ST. LAURENT BLVD, Ottawa, ON, Canada",HWY 417 ST.LAURE IC115R5,ST. LAURENT BLVD,,,,,,,,,
050103316,2005-04-19 00:00:00,"EMOND ST at MONTREAL RD, Ottawa, ON, Canada",EMOND ST,MONTREAL RD,,,,,,,,,
050101047,2005-04-17 00:00:00,"PRESLAND RD at ELLIS PRIV, Ottawa, ON, Canada",PRESLAND RD,ELLIS PRIV,WHITTON CRES E,,,,,,,,
050101204,2005-04-17 00:00:00,"HOLLY ACRES RD at HWY 416 ACRES IC75R24, Ottawa, ON, Canada",HOLLY ACRES RD,HWY 416 ACRES IC75R24,,,,,,,,,
050100022,2005-04-16 00:00:00,"CUMMINGS AVE at OGILVIE RD, Ottawa, ON, Canada",CUMMINGS AVE,OGILVIE RD,,,,,,,,,
050100203,2005-04-16 00:00:00,"TAPIOLA CRES at GENTLE GATE CRES, Ottawa, ON, Canada",TAPIOLA CRES,GENTLE GATE CRES,JOHNSTON RD,,,,,,,,
050100308,2005-04-16 00:00:00,"DESCHAMPS AVE at DUROCHER ST, Ottawa, ON, Canada",DESCHAMPS AVE,DUROCHER ST,,,,,,,,,
050098953,2005-04-15 00:00:00,"BRONSON AVE at SOMERSET ST, Ottawa, ON, Canada",BRONSON AVE,SOMERSET ST,,,,,,,,,
050097496,2005-04-14 00:00:00,"KINGS GROVE CRES at LAVERENDRYE DR, Ottawa, ON, Canada",KINGS GROVE CRES,LAVERENDRYE DR,,,,,,,,,
050098057,2005-04-14 00:00:00,"MONTREAL RD at MONTGOMERY ST, Ottawa, ON, Canada",MONTREAL RD,MONTGOMERY ST,NORTH RIVER RD,,,,,,,,
050096021,2005-04-12 00:00:00,"SOMERSET ST at BAY ST, Ottawa, ON, Canada",SOMERSET ST,BAY ST,PERCY ST,,,,,,,,
050090738,2005-04-08 00:00:00,"HADLEY CIRC at MOODIE DR, Ottawa, ON, Canada",HADLEY CIRC,MOODIE DR,,,,,,,,,
050090888,2005-04-08 00:00:00,"CAROLINE AVE at SCOTT ST, Ottawa, ON, Canada",CAROLINE AVE,SCOTT ST,,,,,,,,,
050081082,2005-03-29 00:00:00,"IROQUOIS RD at LENESTER AVE, Ottawa, ON, Canada",IROQUOIS RD,LENESTER AVE,,,,,,,,,
050081421,2005-03-29 00:00:00,"HOLLAND AVE at SHERWOOD DR, Ottawa, ON, Canada",HOLLAND AVE,SHERWOOD DR,,,,,,,,,
050081868,2005-03-29 00:00:00,"BANK ST at MACLAREN ST, Ottawa, ON, Canada",BANK ST,MACLAREN ST,,,,,,,,,
050070921,2005-03-18 00:00:00,"DALHOUSIE ST at BESSERER ST, Ottawa, ON, Canada",DALHOUSIE ST,BESSERER ST,RIDEAU ST,,,,,,,,
050069755,2005-03-17 00:00:00,"LAURIER AVE at ELGIN ST, Ottawa, ON, Canada",LAURIER AVE,ELGIN ST,METCALFE ST,,,,,,,,
050068647,2005-03-16 00:00:00,"ARGYLE AVE N at ELGIN ST, Ottawa, ON, Canada",ARGYLE AVE N,ELGIN ST,,,,,,,,,
050068677,2005-03-16 00:00:00,"ARGYLE AVE N at ELGIN ST, Ottawa, ON, Canada",ARGYLE AVE N,ELGIN ST,,,,,,,,,
050055678,2005-03-02 00:00:00,"LAURIER AVE at 135 E OF ELGIN ST, Ottawa, ON, Canada",LAURIER AVE,135 E OF ELGIN ST,QUEEN ELIZABETH DRWY WB-R,,,,,,,,
050040649,2005-02-15 00:00:00,"HAWTHORNE RD at AGES DR, Ottawa, ON, Canada",HAWTHORNE RD,AGES DR,STEVENAGE DR,,,,,,,,
050034082,2005-02-07 00:00:00,"BAKERVALE DR at EMPEROR AVE, Ottawa, ON, Canada",BAKERVALE DR,EMPEROR AVE,,,,,,,,,
050026297,2005-01-30 00:00:00,"MEADOWLANDS DR at BAYNE AVE, Ottawa, ON, Canada",MEADOWLANDS DR,BAYNE AVE,MERIVALE RD,,,,,,,,
050022892,2005-01-25 00:00:00,"SMYTH RD at RIDEAU RIVER DR, Ottawa, ON, Canada",SMYTH RD,RIDEAU RIVER DR,SMYTH RD RAMP 61,,,,,,,,
050020449,2005-01-24 00:00:00,"HAMILTON AVE at SPENCER ST, Ottawa, ON, Canada",HAMILTON AVE,SPENCER ST,,,,,,,,,
050006597,2005-01-08 00:00:00,"LEITRIM RD at BANK ST, Ottawa, ON, Canada",LEITRIM RD,BANK ST,HAWTHORNE RD,,,,,,,,
040353322,2004-12-21 00:00:00,"HWY 417 MAITLAND IC126R2 at MAITLAND AVE, Ottawa, ON, Canada",HWY 417 MAITLAND IC126R2,MAITLAND AVE,,,,,,,,,
040348943,2004-12-17 00:00:00,"BANK ST at CHESLEY ST, Ottawa, ON, Canada",BANK ST,CHESLEY ST,RIVERDALE AVE,,,,,,,,
040346220,2004-12-14 00:00:00,"KING EDWARD AVE SB at MURRAY ST, Ottawa, ON, Canada",KING EDWARD AVE SB,MURRAY ST,ST. PATRICK ST,,,,,,,,
040338537,2004-12-05 00:00:00,"BROOK LANE at MEADOWLANDS DR, Ottawa, ON, Canada",BROOK LANE,MEADOWLANDS DR,,,,,,,,,
040334002,2004-11-30 00:00:00,"MONTREAL RD at MONTGOMERY ST, Ottawa, ON, Canada",MONTREAL RD,MONTGOMERY ST,PALACE ST,,,,,,,,
040327380,2004-11-23 00:00:00,"BLAIR RD at OGILVIE RD, Ottawa, ON, Canada",BLAIR RD,OGILVIE RD,OR174 IC112  RAMP 36,,,,,,,,
040327571,2004-11-23 00:00:00,"SMYTH RD at ALTA VISTA DR, Ottawa, ON, Canada",SMYTH RD,ALTA VISTA DR,FAIRBANKS AVE,,,,,,,,
040326172,2004-11-22 00:00:00,"CARLING AVE at IROQUOIS RD, Ottawa, ON, Canada",CARLING AVE,IROQUOIS RD,,,,,,,,,
040321437,2004-11-17 00:00:00,"ROSS AVE at SCOTT ST, Ottawa, ON, Canada",ROSS AVE,SCOTT ST,,,,,,,,,
040320512,2004-11-16 00:00:00,"HAWTHORNE AVE at COLONEL BY DR, Ottawa, ON, Canada",HAWTHORNE AVE,COLONEL BY DR,MAIN ST,,,,,,,,
040319084,2004-11-15 00:00:00,"CARLING AVE EB at CARLING AVE RAMP 57, Ottawa, ON, Canada",CARLING AVE EB,CARLING AVE RAMP 57,KIRKWOOD AVE S,,,,,,,,
040319602,2004-11-15 00:00:00,"LOLA ST at QUEEN MARY ST, Ottawa, ON, Canada",LOLA ST,QUEEN MARY ST,,,,,,,,,
040316656,2004-11-12 00:00:00,"FISHER AVE at SHILLINGTON AVE, Ottawa, ON, Canada",FISHER AVE,SHILLINGTON AVE,,,,,,,,,
040310690,2004-11-06 00:00:00,"PRESLAND RD at LOLA ST, Ottawa, ON, Canada",PRESLAND RD,LOLA ST,NAUGHTON ST,,,,,,,,
