Time,Address,Injury level,Age,Sex,Safety equipment,Primary event,Severity
2003-07-19 14:55:00,"200 CEDARWOOD PA SW, Calgary, AB, Canada",MAJOR INJURY,11,M,No helmet,Right angle,Injury
2003-07-19 11:50:00,"MACLEOD TR S & 39 AV SW, Calgary, AB, Canada",MINOR INJURY,21,F,No helmet,Struck object,Injury
2003-07-18 18:17:00,"MIDPARK BV SE & SUNVALLEY BV SE, Calgary, AB, Canada",NO INJURY,12,M,No helmet,Struck object,Property damage
2003-07-18 17:22:00,"11 ST SW & 6 AV SW, Calgary, AB, Canada",MINOR INJURY,48,M,No helmet,Left turn across path,Injury
2003-07-18 16:15:00,"CENTRE ST S & RIVERFRONT AV SE, Calgary, AB, Canada",MINOR INJURY,23,F,No helmet,Passing-right turn,Injury
2003-07-17 20:40:00,"ELBOW DR SW & SOUTHLAND DR SW, Calgary, AB, Canada",MINOR INJURY,23,M,No helmet,Struck object,Injury
2003-07-17 19:45:00,"267 CORAL SPRINGS CI NE, Calgary, AB, Canada",MINOR INJURY,8,M,No helmet,Struck object,Injury
2003-07-17 16:47:00,"17 AV SW & 45 ST SW, Calgary, AB, Canada",MINOR INJURY,15,M,No helmet,Right angle,Injury
2003-07-17 13:40:00,"ELBOW DR SW & SOUTHLAND DR SW, Calgary, AB, Canada",MINOR INJURY,23,M,Helmet,Passing-right turn,Injury
2003-07-16 03:15:00,"INVERNESS BV SE & INVERNESS RI SE, Calgary, AB, Canada",NO INJURY,11,M,,Rear end,Property damage
2003-07-15 15:05:00,"2500 5 ST SW, Calgary, AB, Canada",MINOR INJURY,38,F,Helmet,Right angle,Injury
2003-07-14 17:50:00,"27 ST SE & 76 AV SE, Calgary, AB, Canada",NO INJURY,8,M,,Struck object,Property damage
2003-07-14 16:17:00,"1612 REMINGTON RD NE, Calgary, AB, Canada",NO INJURY,14,M,No helmet,Struck object,Property damage
2003-07-14 15:48:00,"12 AV SW & 14 ST SW, Calgary, AB, Canada",MINOR INJURY,22,M,Helmet,Struck object,Injury
2003-07-12 11:25:00,"44 ST SE & 8 AV SE, Calgary, AB, Canada",MINOR INJURY,12,F,Helmet,Struck object,Injury
2003-07-11 19:40:00,"MACLEOD TR S & 61 AV SW, Calgary, AB, Canada",NO INJURY,23,M,No helmet,Right angle,Property damage
2003-07-11 12:22:00,"FALCONRIDGE DR NE & FALWORTH RD NE, Calgary, AB, Canada",MAJOR INJURY,14,M,,Struck object,Injury
2003-07-09 21:00:00,"172 SOUTHAMPTON DR SW, Calgary, AB, Canada",UNKNOWN,0,U,,Struck object,Property damage
2003-07-08 11:55:00,"309 4 ST NE, Calgary, AB, Canada",NO INJURY,0,,No helmet,Right angle,Property damage
2003-07-07 22:33:00,"14 AV SW & 4 ST SW, Calgary, AB, Canada",MAJOR INJURY,38,M,Helmet,Passing-right turn,Injury
2003-07-07,"17 AV SE & 36 ST SE, Calgary, AB, Canada",NO INJURY,27,M,Helmet,Right angle,Property damage
2003-07-07 15:49:00,"730 10 AV SW, Calgary, AB, Canada",MAJOR INJURY,31,M,,Struck object,Injury
2003-07-06 18:30:00,"3 ST SW & 5 AV SW, Calgary, AB, Canada",MINOR INJURY,38,M,,,Injury
2003-07-02 11:55:00,"13 AV SW & 14 ST SW, Calgary, AB, Canada",MINOR INJURY,21,M,Helmet,Struck object,Injury
2003-07-01 18:12:00,"CALIFORNIA BV NE & CATALINA BV NE, Calgary, AB, Canada",MINOR INJURY,41,M,Helmet,Struck object,Injury
2003-07-01 17:15:00,"6 ST SW & 9 AV SW, Calgary, AB, Canada",NO INJURY,20,M,Helmet,Struck object,Property damage
2003-06-30 18:05:00,"MACLEOD TR S & 61 AV SW, Calgary, AB, Canada",MINOR INJURY,0,M,,Off road left,Injury
2003-06-30 07:50:00,"BARLOW TR NE & 37 AV NE, Calgary, AB, Canada",NO INJURY,40,M,No helmet,Right angle,Injury
2003-06-29 20:30:00,"419 PARKRIDGE CR SE, Calgary, AB, Canada",MINOR INJURY,7,F,No helmet,"Sideswipe, opposite direction",Injury
2003-06-29 20:10:00,"ACADIA DR SE & LAKE BONAVISTA DR SE, Calgary, AB, Canada",NO INJURY,12,M,Helmet,Struck object,Property damage
2003-06-29 19:08:00,"17 AV SE & 48 ST SE, Calgary, AB, Canada",MINOR INJURY,43,M,Helmet,Right angle,Injury
2003-06-29 14:06:00,"22 SANDERLING HL NW, Calgary, AB, Canada",MAJOR INJURY,17,M,No helmet,Struck object,Injury
2003-06-29 12:35:00,"650 HAWKWOOD BV NW, Calgary, AB, Canada",MINOR INJURY,12,M,No helmet,Struck object,Injury
2003-06-29 11:10:00,"DEERFIELD DR SE & DEERFIELD PL SE, Calgary, AB, Canada",MINOR INJURY,21,M,,Struck object,Injury
2003-06-29 10:45:00,"OAKFIELD DR SW & OAKRIDGE GA SW, Calgary, AB, Canada",MINOR INJURY,10,M,Helmet,Struck object,Injury
2003-06-28 18:05:00,"44 ST SE & 8 AV SE, Calgary, AB, Canada",NO INJURY,30,M,,Struck object,Property damage
2003-06-28 12:00:00,"4 ST SW at 22 AV SW, Calgary, AB, Canada",MINOR INJURY,41,M,No helmet,Passing-right turn,Injury
2003-06-27 16:40:00,"1935 32 AV NE, Calgary, AB, Canada",MINOR INJURY,36,M,No helmet,Struck object,Injury
2003-06-26 17:50:00,"37 ST SW & 61 AV SW, Calgary, AB, Canada",MINOR INJURY,32,M,,Struck object,Injury
2003-06-26 10:15:00,"COUNTRY HILLS LD NW & COUNTRY HILLS RD NW, Calgary, AB, Canada",MINOR INJURY,13,M,No helmet,Right angle,Injury
2003-06-25 07:20:00,"ELBOW DR SW & GLENMORE TR SW, Calgary, AB, Canada",MINOR INJURY,40,M,No helmet,Right angle,Injury
2003-06-24 14:30:00,"1818 CENTRE ST N, Calgary, AB, Canada",NO INJURY,0,,,Struck object,Property damage
2003-06-24 14:00:00,"9206 FAIRMOUNT DR SE, Calgary, AB, Canada",MINOR INJURY,47,M,Helmet,Struck object,Injury
2003-06-24 09:30:00,"OAKFIELD DR SW & OAKRIDGE GA SW, Calgary, AB, Canada",NO INJURY,13,M,No helmet,Struck object,Property damage
2003-06-23 18:45:00,"RIVERGLEN DR SE & 18 ST SE, Calgary, AB, Canada",NO INJURY,0,M,No helmet,Struck object,Property damage
2003-06-23 16:21:00,"MCKENZIE LAKE BV SE & MT MCKENZIE DR SE, Calgary, AB, Canada",MINOR INJURY,19,M,No helmet,Struck object,Injury
2003-06-18 09:00:00,"CROWCHILD TR NW & 24 AV NW, Calgary, AB, Canada",NO INJURY,0,U,,Struck object,Property damage
2003-06-17 15:00:00,"16 AV NW & 44 ST NW, Calgary, AB, Canada",MINOR INJURY,31,M,Helmet,Right angle,Injury
2003-06-17 07:45:00,"11 AV SE & 12 ST SE, Calgary, AB, Canada",MINOR INJURY,13,M,No helmet,Right angle,Injury
2003-06-16 20:00:00,"531 42 ST SE, Calgary, AB, Canada",MINOR INJURY,4,M,No helmet,Struck object,Injury
2003-06-16 19:05:00,"3130 66 AV SW, Calgary, AB, Canada",MAJOR INJURY,27,M,Helmet,Struck object,Injury
2003-06-16,"131 TEMPLEHILL DR NE, Calgary, AB, Canada",MINOR INJURY,43,M,Helmet,Struck object,Injury
2003-06-16 13:15:00,"EDMONTON TR NE & 38 AV NE, Calgary, AB, Canada",MAJOR INJURY,42,M,Helmet,Struck object,Injury
2003-06-16 12:10:00,"523 WOODPARK BV SW, Calgary, AB, Canada",MINOR INJURY,10,M,No helmet,Right angle,Injury
2003-06-16 08:30:00,"30 AV SW & 7 ST SW, Calgary, AB, Canada",MAJOR INJURY,14,F,,Struck object,Injury
2003-06-16 07:45:00,"MARBANK DR NE & MARDALE DR NE, Calgary, AB, Canada",MAJOR INJURY,26,M,No helmet,Left turn across path,Injury
2003-06-16 06:50:00,"15 ST SW & 17 AV SW, Calgary, AB, Canada",MINOR INJURY,32,M,Helmet,Struck object,Injury
2003-06-15 18:00:00,"14 ST SW & 15 AV SW, Calgary, AB, Canada",MINOR INJURY,37,M,,Struck object,Injury
2003-06-15 12:42:00,"180 FALCHURCH RD NE, Calgary, AB, Canada",MINOR INJURY,7,F,No helmet,Right angle,Injury
2003-06-14 15:15:00,"CROWCHILD TR NW & 24 AV NW, Calgary, AB, Canada",MINOR INJURY,29,F,No helmet,Struck object,Injury
2003-06-13 15:55:00,"EDMONTON TR NE & 1 AV NE, Calgary, AB, Canada",MAJOR INJURY,44,M,Helmet,Struck object,Injury
2003-06-13 15:45:00,"48 AV NW & 85 ST NW, Calgary, AB, Canada",NO INJURY,16,M,No helmet,Right angle,Property damage
2003-06-12,"44 HUNTFORD CL NE, Calgary, AB, Canada",NO INJURY,22,M,,Struck object,Injury
2003-06-12 22:55:00,"12 ST NE & 32 AV NE, Calgary, AB, Canada",MINOR INJURY,21,M,,Right angle,Injury
2003-06-12 17:25:00,"KENSINGTON RD NW & 14 ST NW, Calgary, AB, Canada",MINOR INJURY,36,F,No helmet,Right angle,Injury
2003-06-12 16:50:00,"23 AV SW & 4 ST SW, Calgary, AB, Canada",MINOR INJURY,11,M,No helmet,Right angle,Injury
2003-06-12 12:00:00,"26 AV SE & 36 ST SE, Calgary, AB, Canada",MINOR INJURY,60,M,No helmet,Right angle,Injury
2003-06-11 12:05:00,"17A ST SW & 26 AV SW, Calgary, AB, Canada",NO INJURY,49,M,No helmet,Left turn across path,Property damage
2003-06-11 10:45:00,"WOODPARK BV SW & WOODRIDGE DR SW, Calgary, AB, Canada",MINOR INJURY,24,M,Helmet,"Sideswipe, same direction",Injury
2003-06-10 16:00:00,"4A ST SW & 73 AV SW, Calgary, AB, Canada",MAJOR INJURY,26,M,Helmet,Struck object,Injury
2003-06-10 12:08:00,"23 ST NE & 32 AV NE, Calgary, AB, Canada",MINOR INJURY,50,M,Helmet,Right angle,Injury
2003-06-10 10:06:00,"21A AV SE & 52 ST SE, Calgary, AB, Canada",MINOR INJURY,13,M,Helmet,Right angle,Injury
2003-06-10 08:05:00,"DEERFOOT TR NE & 64 AV NE, Calgary, AB, Canada",NO INJURY,0,M,,Right angle,Property damage
2003-06-09 22:00:00,"JOHN LAURIE BV NW & NOSE HILL DR NW, Calgary, AB, Canada",NO INJURY,0,,,Right angle,Property damage
2003-06-07,"ELBOW DR SW & SIFTON BV SW, Calgary, AB, Canada",MINOR INJURY,40,M,,"Sideswipe, same direction",Injury
2003-06-07 19:33:00,"CENTRE ST N & 36 AV NE, Calgary, AB, Canada",MAJOR INJURY,7,M,No helmet,Struck object,Injury
2003-06-06 17:50:00,"16 AV SE & 37 ST SE, Calgary, AB, Canada",MINOR INJURY,9,M,No helmet,Right angle,Injury
2003-06-06 15:10:00,"CENTRE ST N & 64 AV NE, Calgary, AB, Canada",NO INJURY,12,M,Helmet,Right angle,Property damage
2003-06-06 08:20:00,"EDMONTON TR NE & 40 AV NE, Calgary, AB, Canada",MINOR INJURY,53,M,No helmet,Struck object,Injury
2003-06-06 08:05:00,"20 AV NW & 4 ST NW, Calgary, AB, Canada",MINOR INJURY,22,F,No helmet,Right angle,Injury
2003-06-05 17:00:00,"TEMPLE DR NE & 52 ST NE, Calgary, AB, Canada",MINOR INJURY,76,M,Helmet,Struck object,Injury
2003-06-05 15:10:00,"1900 7 AV NE, Calgary, AB, Canada",NO INJURY,14,M,No helmet,Struck object,Property damage
2003-06-04 18:40:00,"9565 HIDDEN VALLEY DR NW, Calgary, AB, Canada",MINOR INJURY,7,F,No helmet,Struck object,Injury
2003-06-04 08:30:00,"1101 20 AV NW, Calgary, AB, Canada",NO INJURY,0,M,No helmet,Struck object,Property damage
2003-06-02 20:42:00,"1 ST SW & 14 AV SW, Calgary, AB, Canada",MINOR INJURY,35,M,No helmet,Left turn across path,Injury
2003-06-01 14:50:00,"3500 12 AV NE, Calgary, AB, Canada",MINOR INJURY,14,M,Helmet,Struck object,Injury
2003-05-31 13:45:00,"4 AV SW & 4 ST SW, Calgary, AB, Canada",MINOR INJURY,32,M,No helmet,Struck object,Injury
2003-05-30 11:45:00,"FAIRMOUNT DR SE & 94 AV SE, Calgary, AB, Canada",NO INJURY,18,M,No helmet,Struck object,Property damage
2003-05-29 17:05:00,"2 ST SW & 5 AV SW, Calgary, AB, Canada",NO INJURY,30,M,No helmet,Rear end,Property damage
2003-05-29 16:59:00,"10 AV SW & 4 ST SW, Calgary, AB, Canada",NO INJURY,29,F,Helmet,Passing-right turn,Property damage
2003-05-29 06:10:00,"19 ST NE & 32 AV NE, Calgary, AB, Canada",MINOR INJURY,28,M,Helmet,Struck object,Injury
2003-05-28 15:45:00,"RUNDLEHORN DR NE & 61 ST NE, Calgary, AB, Canada",MINOR INJURY,19,M,Helmet,Right angle,Injury
2003-05-28 07:40:00,"CHEROKEE DR NW & NORTHMOUNT DR NW, Calgary, AB, Canada",MINOR INJURY,31,M,Helmet,Struck object,Injury
2003-05-27 19:45:00,"10361 HAMPTONS BV NW, Calgary, AB, Canada",MINOR INJURY,8,M,No helmet,Struck object,Injury
2003-05-27 16:00:00,"17 AV SW & 37 ST SW, Calgary, AB, Canada",NO INJURY,0,M,No helmet,Right angle,Property damage
2003-05-26 08:29:00,"MEMORIAL DR E & 36 ST NE, Calgary, AB, Canada",MINOR INJURY,35,M,Helmet,Right angle,Injury
2003-05-25 09:30:00,"WOODPARK BV SW & WOODVIEW DR SW, Calgary, AB, Canada",MINOR INJURY,12,M,,Struck object,Injury
2003-05-24 20:30:00,"UNKNOWN, Calgary, AB, Canada",MINOR INJURY,4,M,,Struck object,Injury
2003-05-24 20:16:00,"NORFOLK DR NW & NOTTINGHAM GA NW, Calgary, AB, Canada",MAJOR INJURY,41,M,Helmet,Struck object,Injury
2003-05-24 10:15:00,"19 ST SW & 90 AV SW, Calgary, AB, Canada",MINOR INJURY,0,M,No helmet,Struck object,Injury
2003-05-23 20:30:00,"MEMORIAL DR E & 52 ST NE, Calgary, AB, Canada",MINOR INJURY,15,M,,Struck object,Injury
2003-05-22 16:42:00,"15 AV SW & 5 ST SW, Calgary, AB, Canada",MINOR INJURY,21,F,No helmet,Struck object,Injury
2003-05-22 12:40:00,"BOWNESS RD NW & 79 ST NW, Calgary, AB, Canada",MINOR INJURY,12,M,,Struck object,Injury
2003-05-22 08:00:00,"MCKENZIE LAKE BV SE & MT MCKENZIE DR SE, Calgary, AB, Canada",MINOR INJURY,0,M,No helmet,Struck object,Injury
2003-05-21 13:00:00,"HERITAGE DR SW & HORTON RD SW, Calgary, AB, Canada",NO INJURY,71,M,Helmet,Struck object,Property damage
2003-05-16 16:50:00,"SPRUCE DR SW & 42 ST SW, Calgary, AB, Canada",MAJOR INJURY,35,M,No helmet,Struck object,Injury
2003-05-15 17:48:00,"1304 17 AV SW, Calgary, AB, Canada",NO INJURY,31,M,No helmet,Right angle,Property damage
2003-05-15 16:20:00,"SUNMILLS DR SE & SUNVALE DR SE, Calgary, AB, Canada",NO INJURY,13,M,Helmet,Right angle,Property damage
2003-05-15 08:00:00,"PALLISER DR SW & SOUTHLAND DR SW, Calgary, AB, Canada",NO INJURY,11,F,No helmet,Struck object,Property damage
2003-05-14 15:40:00,"MEMORIAL DR E & 52 ST NE, Calgary, AB, Canada",MINOR INJURY,16,M,Helmet,Right angle,Injury
2003-05-13 17:00:00,"2 ST SW & 6 AV SW, Calgary, AB, Canada",NO INJURY,41,M,No helmet,Right angle,Property damage
2003-05-12 11:30:00,"16 AV NW & 20A ST NW, Calgary, AB, Canada",MINOR INJURY,43,M,Helmet,Passing-right turn,Injury
2003-05-12 07:40:00,"COACH HILL RD SW & OLD BANFF COACH RD SW, Calgary, AB, Canada",MINOR INJURY,41,M,No helmet,Struck object,Injury
2003-05-03 16:20:00,"6455 MACLEOD TR S, Calgary, AB, Canada",NO INJURY,20,M,No helmet,Rear end,Property damage
2003-05-02 16:45:00,"MEMORIAL DR E & ST GEORGES DR NE, Calgary, AB, Canada",MINOR INJURY,30,M,No helmet,Struck object,Injury
2003-05-02 08:10:00,"SIFTON BV SW & 38 AV SW, Calgary, AB, Canada",MAJOR INJURY,12,M,No helmet,Struck object,Injury
2003-04-25 17:45:00,"4508 19 ST SW, Calgary, AB, Canada",NO INJURY,36,M,No helmet,Struck object,Property damage
2003-04-24 14:17:00,"16 AV NW & 2 ST NW, Calgary, AB, Canada",NO INJURY,36,M,Helmet,#VALUE!,Property damage
2003-04-24 13:09:00,"19 AV SE & 42 ST SE, Calgary, AB, Canada",MINOR INJURY,21,M,Helmet,Struck object,Injury
2003-04-23 19:00:00,"4 AV NE & 5 ST NE, Calgary, AB, Canada",NO INJURY,0,M,,Struck object,Property damage
2003-04-21 14:00:00,"2 ST SW & 8 AV SW, Calgary, AB, Canada",NO INJURY,31,M,,Struck object,Property damage
2003-04-20 14:50:00,"7301 37 AV NW, Calgary, AB, Canada",MINOR INJURY,11,F,No helmet,Struck object,Injury
2003-04-16 13:10:00,"2 AV SE & 28 ST SE, Calgary, AB, Canada",NO INJURY,18,M,Helmet,Right angle,Property damage
2003-04-15 21:30:00,"MACLEOD TR S & 8 AV SW, Calgary, AB, Canada",NO INJURY,0,M,Helmet,Right angle,Property damage
2003-04-14 15:02:00,"2232 33 AV SW, Calgary, AB, Canada",MAJOR INJURY,48,M,Helmet,Struck object,Injury
2003-04-11 12:30:00,"GALWAY CR SW & 46 AV SW, Calgary, AB, Canada",MINOR INJURY,31,M,,Struck object,Injury
2003-04-10 17:10:00,"7222 EDGEMONT BV NW, Calgary, AB, Canada",MINOR INJURY,16,M,No helmet,Struck object,Injury
2003-04-07 21:40:00,"11 ST SW & 15 AV SW, Calgary, AB, Canada",MINOR INJURY,41,M,Helmet,Struck object,Injury
2003-04-07 16:15:00,"CENTRE ST S & 8 AV SE, Calgary, AB, Canada",MINOR INJURY,37,M,Helmet,Struck object,Injury
2003-04-06 17:30:00,"MARCOMBE DR NE & MARLBOROUGH DR NE, Calgary, AB, Canada",NO INJURY,11,M,No helmet,Struck object,Property damage
2003-03-14 23:00:00,"3304 64 ST NE, Calgary, AB, Canada",MINOR INJURY,43,M,Helmet,Right angle,Injury
2003-03-14 19:30:00,"14 ST SW & 26 AV SW, Calgary, AB, Canada",MINOR INJURY,16,M,Helmet,Right angle,Injury
2003-03-10 09:00:00,"1 ST SW & 11 AV SW, Calgary, AB, Canada",NO INJURY,21,M,Helmet,Struck object,Property damage
2003-03-03 15:33:00,"110 12 AV NE, Calgary, AB, Canada",NO INJURY,62,M,Helmet,"Sideswipe, same direction",Property damage
2003-03-03 15:03:00,"13 AV SW & 8 ST SW, Calgary, AB, Canada",MINOR INJURY,40,M,No helmet,Struck object,Injury
2003-02-19 07:46:00,"CENTRE ST, Calgary, AB, Canada",MINOR INJURY,32,M,No helmet,Struck object,Injury
2003-02-06 08:10:00,"TEMPLE DR NE & 60 ST NE, Calgary, AB, Canada",MINOR INJURY,16,M,No helmet,Struck object,Injury
2003-01-13 17:25:00,"31 ST NW & 32 AV NW, Calgary, AB, Canada",NO INJURY,0,M,Helmet,Right angle,Property damage
2003-01-10 15:50:00,"17 AV SE & 52 ST SE, Calgary, AB, Canada",MINOR INJURY,36,M,Helmet,Right angle,Injury
2003-01-05,"15 ST SW & 17 AV SW, Calgary, AB, Canada",MAJOR INJURY,17,M,Helmet,Struck object,Injury
2003-01-03 17:50:00,"17 AV SE & 5 ST SE, Calgary, AB, Canada",NO INJURY,44,M,No helmet,,Property damage
2003-01-03 16:18:00,"7 AV SW & 9 ST SW, Calgary, AB, Canada",UNKNOWN,0,U,,Struck object,Injury
2003-01-02 17:37:00,"CENTRE ST N & 13 AV NE, Calgary, AB, Canada",MINOR INJURY,41,M,No helmet,Passing-right turn,Injury
2003-01-02 07:15:00,"11 ST NE & 53 AV NE, Calgary, AB, Canada",MAJOR INJURY,35,M,No helmet,Left turn across path,Injury
2002-12-28 15:03:00,"2000 69 ST SW, Calgary, AB, Canada",NO INJURY,15,M,No helmet,Right angle,Property damage
2002-12-26 11:35:00,"BOW CR NW & BOWNESS RD NW, Calgary, AB, Canada",NO INJURY,0,M,,Struck object,Property damage
2002-12-16 14:00:00,"3 AV SW & 4 ST SW, Calgary, AB, Canada",MINOR INJURY,18,F,No helmet,Right angle,Injury
2002-12-14 19:45:00,"MACLEOD TR S & 9 AV SW, Calgary, AB, Canada",MINOR INJURY,50,M,Helmet,Struck object,Injury
2002-12-12 16:13:00,"708 8 AV SW, Calgary, AB, Canada",MINOR INJURY,30,M,No helmet,,Injury
2002-12-11 07:40:00,"CHICOUTIMI DR NW & CHRISTIE RD NW, Calgary, AB, Canada",MINOR INJURY,41,M,No helmet,Struck object,Injury
2002-12-01 12:10:00,"4312 MACLEOD TR S, Calgary, AB, Canada",MINOR INJURY,45,M,Helmet,Struck object,Injury
2002-11-29 06:40:00,"1320 16 AV NW, Calgary, AB, Canada",MINOR INJURY,46,M,Helmet,Struck object,Injury
2002-11-28 22:16:00,"14 ST SW & 28 AV SW, Calgary, AB, Canada",MAJOR INJURY,33,M,Helmet,Struck object,Injury
2002-11-28 07:28:00,"14 AV SE & 42 ST SE, Calgary, AB, Canada",MINOR INJURY,18,M,Helmet,Struck object,Injury
2002-11-27 16:16:00,"NORTHMOUNT DR NW & 14 ST NW, Calgary, AB, Canada",MAJOR INJURY,14,M,No helmet,Struck object,Injury
2002-11-20 17:14:00,"OGDEN RD SE & 76 AV SE, Calgary, AB, Canada",MINOR INJURY,22,M,Helmet,Struck object,Injury
2002-11-19 19:30:00,"SUNRIDGE BV NE & 32 ST NE, Calgary, AB, Canada",NO INJURY,22,M,No helmet,Left turn across path,Property damage
2002-11-16 17:00:00,"6455 MACLEOD TR S, Calgary, AB, Canada",NO INJURY,25,M,No helmet,Struck object,Property damage
2002-11-11 12:00:00,"1000 4 ST SW, Calgary, AB, Canada",MINOR INJURY,27,M,Helmet,Right angle,Injury
2002-11-10 13:57:00,"10 AV SW & 8 ST SW, Calgary, AB, Canada",NO INJURY,22,M,Helmet,Right angle,Property damage
2002-11-09 17:42:00,"17 AV SE & 38 ST SE, Calgary, AB, Canada",MINOR INJURY,23,M,Helmet,Struck object,Injury
2002-11-05 11:15:00,"10 ST SW & 12 AV SW, Calgary, AB, Canada",MINOR INJURY,49,M,Helmet,Right angle,Injury
2002-11-04 15:00:00,"4 AV NE & 52 ST NE, Calgary, AB, Canada",NO INJURY,69,M,Helmet,Right angle,Property damage
2002-10-30 13:25:00,"CENTRE ST N & MEMORIAL DR N, Calgary, AB, Canada",NO INJURY,0,M,No helmet,"Sideswipe, same direction",Property damage
2002-10-26 12:45:00,"100 ANDERSON RD SE, Calgary, AB, Canada",NO INJURY,14,M,No helmet,Struck object,Property damage
2002-10-25 17:35:00,"1000 11 ST SW, Calgary, AB, Canada",MINOR INJURY,54,M,Helmet,Left turn across path,Injury
2002-10-24 09:48:00,"12 AV SW & 4 ST SW, Calgary, AB, Canada",DEATH,27,M,Helmet,Right angle,Fatal
2002-10-23 16:30:00,"MACLEOD TR S & 61 AV SW, Calgary, AB, Canada",NO INJURY,21,M,No helmet,Struck object,Property damage
2002-10-21 11:30:00,"17 AV SE & 39 ST SE, Calgary, AB, Canada",MINOR INJURY,30,M,Helmet,,Injury
2002-10-18 15:36:00,"3 ST SW & 6 AV SW, Calgary, AB, Canada",NO INJURY,29,M,Helmet,Passing-right turn,Property damage
2002-10-17 19:40:00,"FALCONRIDGE CR NE & FALCONRIDGE DR NE, Calgary, AB, Canada",NO INJURY,11,F,,Struck object,Property damage
2002-10-17 13:45:00,"12 ST SW & 13 AV SW, Calgary, AB, Canada",MINOR INJURY,20,M,Helmet,Right angle,Injury
2002-10-10 07:33:00,"BOWFORT RD NW & 16 AV NW, Calgary, AB, Canada",MINOR INJURY,13,M,No helmet,Right angle,Injury
2002-10-09,"6120 11 ST SE, Calgary, AB, Canada",MINOR INJURY,24,M,Helmet,Rear end,Injury
2002-10-09 17:20:00,"MEMORIAL DR E & 36 ST SE, Calgary, AB, Canada",MINOR INJURY,8,M,No helmet,Right angle,Injury
2002-10-09 14:30:00,"RICHARDSON WY SW & SARCEE RD SW, Calgary, AB, Canada",NO INJURY,19,M,No helmet,Struck object,Property damage
2002-10-08 15:07:00,"CENTRE ST S & 7 AV SE, Calgary, AB, Canada",MINOR INJURY,31,M,Helmet,Struck object,Injury
2002-10-07 16:15:00,"4 ST NW & 63 AV NW, Calgary, AB, Canada",MAJOR INJURY,9,M,No helmet,Struck object,Injury
2002-10-07 16:15:00,"1 ST NW & 34 AV NW, Calgary, AB, Canada",MINOR INJURY,3,F,,Right angle,Injury
2002-10-07 16:15:00,"1 ST NW & 34 AV NW, Calgary, AB, Canada",MINOR INJURY,33,F,No helmet,Right angle,Injury
2002-10-07 07:55:00,"1 ST SE & 146 AV SE, Calgary, AB, Canada",MINOR INJURY,31,M,No helmet,Right angle,Injury
2002-10-05 04:10:00,"98 SHAWINIGAN DR SW, Calgary, AB, Canada",MINOR INJURY,19,M,Helmet,"Sideswipe, opposite direction",Property damage
2002-10-04 13:45:00,"5809 MACLEOD TR S, Calgary, AB, Canada",MAJOR INJURY,40,M,Helmet,Struck object,Injury
2002-10-03 15:50:00,"CROMWELL AV NW & 14 ST NW, Calgary, AB, Canada",MINOR INJURY,11,M,No helmet,Passing-right turn,Injury
2002-10-03 13:35:00,"14 AV SW & 8 ST SW, Calgary, AB, Canada",NO INJURY,52,M,Helmet,Right angle,Property damage
2002-10-02 15:10:00,"1 ST SW & 9 AV SW, Calgary, AB, Canada",MINOR INJURY,24,M,Helmet,Struck object,Injury
2002-10-01 08:15:00,"200 BARCLAY PR SW, Calgary, AB, Canada",NO INJURY,0,F,No helmet,Struck object,Injury
2002-09-30 15:25:00,"43 AV NE & 68 ST NE, Calgary, AB, Canada",NO INJURY,12,M,No helmet,Passing-right turn,Property damage
2002-09-28 19:15:00,"7300 BOW CR NW, Calgary, AB, Canada",NO INJURY,25,M,No helmet,Rear end,Property damage
2002-09-26 08:00:00,"6 AV SW & 8 ST SW, Calgary, AB, Canada",MINOR INJURY,29,M,,Struck object,Injury
2002-09-24 20:45:00,"ELBOW DR SW & SOUTHLAND DR SW, Calgary, AB, Canada",MINOR INJURY,16,M,,Right angle,Injury
2002-09-21 15:03:00,"32 AV NE & 36 ST NE, Calgary, AB, Canada",MINOR INJURY,43,M,Helmet,Left turn across path,Injury
2002-09-21 12:25:00,"RIVERWOOD CI SE & 18 ST SE, Calgary, AB, Canada",MINOR INJURY,13,M,No helmet,Right angle,Injury
2002-09-20 21:40:00,"BLACKFOOT TR SE & SOUTHLAND DR SE, Calgary, AB, Canada",NO INJURY,17,M,Helmet,,Property damage
2002-09-20 19:00:00,"24 ST SE & 85 AV SE, Calgary, AB, Canada",MINOR INJURY,15,M,Helmet,Struck object,Injury
2002-09-18 18:26:00,"KENSINGTON RD NW & 16 ST NW, Calgary, AB, Canada",MAJOR INJURY,46,M,,Left turn across path,Injury
2002-09-18 17:30:00,"18 ST SE & 66 AV SE, Calgary, AB, Canada",MINOR INJURY,13,F,Helmet,Right angle,Injury
2002-09-18 08:00:00,"BROOKPARK BV SW & SOUTHLAND DR SW, Calgary, AB, Canada",MINOR INJURY,12,M,No helmet,Struck object,Injury
2002-09-17 20:30:00,"2500 UNIVERSITY DR NW, Calgary, AB, Canada",MINOR INJURY,18,F,Helmet,Struck object,Injury
2002-09-17 08:00:00,"1341 32 AV NE, Calgary, AB, Canada",NO INJURY,38,M,,Struck object,Property damage
2002-09-15 13:30:00,"16 AV NE & 36 ST NE, Calgary, AB, Canada",NO INJURY,6,M,Helmet,Struck object,Property damage
2002-09-15 12:10:00,"TEMPLE DR NE & 43 AV NE, Calgary, AB, Canada",MINOR INJURY,16,M,No helmet,Right angle,Injury
