Time,Year,Age,Gender,Injury,Road condition,Weather condition,Street 2,Community,Street 1,Address,Charge section,Charge subsection,Charge
3-Sep-10 10:50:00 PM,2010,20,Male,Minor - no treatment,"Normal, good","Overcast, cloudy but no precipitation",,HALIFAX,QUINPOOL ROAD,,,,
3-Sep-10 3:14:00 PM,2010,50,Male,Minor - no treatment,"Normal, good",Clear,LADY HAMMOND ROAD,HALIFAX,MACKINTOSH STREET,,,,
10-Sep-10 7:26:00 AM,2010,45,Male,Moderate - treated & released,"Normal, good","Overcast, cloudy but no precipitation",,HALIFAX,OLD SAMBRO ROAD,,,,
10-Sep-10 7:26:00 AM,2010,26,Male,Unknown,"Normal, good","Overcast, cloudy but no precipitation",,HALIFAX,OLD SAMBRO ROAD,,,,
10-Sep-10 9:08:00 PM,2010,,Male,Not injured,"Normal, good",Clear,ROYAL ARTILLERY COURT,HALIFAX,SACKVILLE STREET,,,,
12-Sep-10 4:40:00 PM,2010,31,Male,Moderate - treated & released,"Normal, good",Clear,PORTLAND STREET,DARTMOUTH,RODNEY ROAD,,,,
18-Sep-10 1:25:00 PM,2010,14,Male,Minor - no treatment,"Normal, good",Clear,,HALIFAX,HERRING COVE ROAD,,,,
25-Sep-10 12:40:00 PM,2010,27,Female,Not injured,"Normal, good",Clear,MARTELLO ST.,HALIFAX,SPRING GARDEN RD.,,,,
25-Sep-10 2:30:00 AM,2010,21,Male,Minor - no treatment,"Normal, good",Raining,GRAFTON ST.,HALIFAX,PRINCE ST.,,,,
27-Sep-10 10:46:00 PM,2010,24,Female,Major - hospitalized,"Normal, good","Overcast, cloudy but no precipitation",,HALIFAX,OXFORD STREET,,,,
8-Oct-10 6:50:00 PM,2010,13,Male,Moderate - treated & released,"Normal, good",Clear,,GLACE BAY,WEST AVENUE,,,,
14-Oct-10 2:27:00 PM,2010,62,Female,Moderate - treated & released,"Normal, good",Clear,NORTH STREET,HALIFAX,ROBIE STREET,,,,
14-Oct-10 8:56:00 AM,2010,53,Female,Moderate - treated & released,"Normal, good",Clear,RUSSELL STREET,HALIFAX,ROBIE STREET,,,,
14-Oct-10 8:35:00 AM,2010,28,Male,Moderate - treated & released,"Normal, good",Clear,CLIFTON STREET,HALIFAX,NORTH STREET,,,,
15-Oct-10 1:38:00 PM,2010,27,Female,Not injured,"Normal, good",Raining,ALBERMARLE,HALIFAX,COGSWELL STREET,,,,
16-Oct-10 5:45:00 PM,2010,,,Not Applicable,"Normal, good","Overcast, cloudy but no precipitation",ROSEDALE AVENUE,HALIFAX,ALEX STREET,,,,
8-Aug-10 8:30:00 PM,2010,23,Male,Minor - no treatment,"Normal, good",Clear,NORTH ST. RAMP,HALIFAX,BARRINGTON ST.,,,,
4-Nov-10 4:20:00 PM,2010,14,Male,Minor - no treatment,"Normal, good","Overcast, cloudy but no precipitation",MIDDLE DYKE ROAD,UPPER CANARD,HIGHWAY 341,,,,
25-Oct-10 3:11:00 PM,2010,28,Male,Not injured,"Normal, good",Clear,WILLOW STREET,TRURO,MCCLURES BROOK ROAD,,,,
13-Oct-10 7:35:00 AM,2010,24,Male,Moderate - treated & released,"Normal, good",Clear,NORTH STREET,HALIFAX,ROBIE STREET,,,,
13-Oct-10 3:33:00 PM,2010,52,Male,Moderate - treated & released,"Normal, good",Clear,PINEHILL DR,LOWER SACKVILLE,SACKVILLE DR,,,,
18-Oct-10 3:00:00 PM,2010,55,Male,Minor - no treatment,"Normal, good",Clear,,HALIFAX,JOSEPH HOWE DR. @ MURDOCH AVENUE,,,,
25-Nov-10 3:00:00 PM,2010,,Female,Not Applicable,"Normal, good",Clear,,GREENWOOD,CENTRAL AVE,,,,
6-Oct-10 8:26:00 PM,2010,17,Male,Moderate - treated & released,"Normal, good",Raining,,NEW MINAS,COMMERCIAL STREET,,,,
30-Aug-10 3:23:00 PM,2010,34,Male,Moderate - treated & released,"Normal, good",Clear,RUFUS AVENUE,FAIRVIEW,DUTCH VILLAGE ROAD,,,,
25-Oct-10 9:00:00 AM,2010,21,Male,Not Applicable,"Normal, good",Clear,CLIFTON STREET,HALIFAX,WILLOW STREET,,,,
21-Nov-10 12:00:00 AM,2010,38,Male,Moderate - treated & released,"Normal, good",Clear,DAHLIA ST.,DARTMOUTH,MAPLE ST.,,,,
25-Nov-10 10:17:00 AM,2010,,Male,Minor - no treatment,"Normal, good",Clear,,HALIFAX,OXFORD STREET,,,,
2-Dec-10 3:08:00 PM,2010,20,Male,Moderate - treated & released,"Normal, good",Raining,,HALIFAX,LOWER WATER STREET @ PRINCE STREET,,122,2,122(2)
2-Dec-10 3:08:00 PM,2010,20,Male,Moderate - treated & released,"Normal, good",Raining,,HALIFAX,LOWER WATER STREET @ PRINCE STREET,,170,A,170(A)
11-Dec-10 10:56:00 AM,2010,45,Male,Moderate - treated & released,"Normal, good","Overcast, cloudy but no precipitation",,HALIFAX,YOUNG STREET,,,,
13-Dec-10 10:30:00 PM,2010,31,Male,Moderate - treated & released,"Normal, good","Fog, mist, smog",AHERN AVENUE,HALIFAX,BELL ROAD,,,,
20-Dec-10 7:50:00 PM,2010,36,Male,Moderate - treated & released,"Normal, good",Raining,,DARTMOUTH,PORTLAND ST.@ CHESTNUT LANE,,,,
16-Dec-10 5:00:00 PM,2010,26,Male,Minor - no treatment,"Normal, good",Unknown,,HALIFAX,BELL RD. @ AHERN ST.,,,,
27-Dec-10 5:56:00 AM,2010,,Male,Moderate - treated & released,"Normal, good","Overcast, cloudy but no precipitation",,GLACE BAY,RESERVE STREET,,,,
2-Nov-10 8:56:00 PM,2010,68,Male,Not injured,"Normal, good",Clear,,HALIFAX,ROBIE ST @ WILLOW ST,,,,
14-Sep-10 3:15:00 PM,2010,,Male,Not injured,Not Applicable,"Overcast, cloudy but no precipitation",,HALIFAX,BARRINGTON STREET,,,,
26-Aug-09 4:46:00 PM,2009,44,Male,Unknown,Not Applicable,Not Applicable,YOUNG STREET,HALIFAX,CONNAUGHT AVENUE,,,,
369,Summary,,,,,,,,,,,,
